wavelength_nm,R_W_nm,G_W_nm,B_W_nm,W_W_nm,RGB_target_W_nm
679.2,6.10488996230164e-07,4.67087006167249e-08,4.7741554429074e-08,1.96765522498715e-05,5.21377404280107e-07
679.4,5.97489718912507e-07,4.60370135330699e-08,4.95857908403471e-08,1.96046634914613e-05,5.11780838201159e-07
679.6,5.83665563905732e-07,4.85810408380278e-08,5.30335802813242e-08,1.9532774733051e-05,5.04803050008407e-07
679.8,5.71123447716984e-07,4.49321731146358e-08,5.15012294186677e-08,1.94798566192213e-05,4.91722700797668e-07
680,5.57428490420553e-07,4.1361153225605e-08,4.73223642061745e-08,1.94249415954357e-05,4.76672452018318e-07
680.2,5.3701525218625e-07,4.38952000389782e-08,3.95763707093429e-08,1.93290899175553e-05,4.59793543837745e-07
680.4,5.2012016698746e-07,4.71797798195261e-08,3.39915134095169e-08,1.9233238239675e-05,4.47124050211262e-07
680.6,5.18301460757237e-07,4.60010837633647e-08,3.69699702564344e-08,1.91693371210881e-05,4.46111470282978e-07
680.8,5.16671581949824e-07,4.82107646002328e-08,4.34393389835267e-08,1.91074329124571e-05,4.49448515549891e-07
681,5.03344341213602e-07,6.17103775177931e-08,5.09586889627141e-08,1.90275565142235e-05,4.53295947430472e-07
681.2,4.90046915333613e-07,7.25671562637062e-08,5.87618447626684e-08,1.89476801159898e-05,4.55198698647831e-07
681.4,4.84064067516159e-07,7.05471047669487e-08,6.62150068119243e-08,1.8882780542425e-05,4.52313156962279e-07
681.6,4.78528442542203e-07,6.35837157882545e-08,6.6414573449142e-08,1.88178809688602e-05,4.42686793757326e-07
681.8,4.70150467940685e-07,5.47789261121701e-08,5.31830045473817e-08,1.87469906654279e-05,4.2357770863323e-07
682,4.57021992912684e-07,4.8008160621062e-08,3.92664908555727e-08,1.86741034520397e-05,4.02171768071901e-07
682.2,4.37155360375989e-07,4.68863533669338e-08,3.21693396415543e-08,1.86062085135412e-05,3.83098444911528e-07
682.4,4.23828119639767e-07,5.13685921376541e-08,3.3643525353665e-08,1.85373151200647e-05,3.77169541738561e-07
682.6,4.2404676191881e-07,6.14009822786652e-08,4.55764068423755e-08,1.8470418636544e-05,3.9048711250485e-07
682.8,4.18282556380399e-07,6.12303158725656e-08,4.87774958172443e-08,1.84035221530234e-05,3.87373528068359e-07
683,3.99141418678711e-07,4.42574918835053e-08,3.52621210947171e-08,1.83346287595469e-05,3.53504263507684e-07
683.2,3.89968381244309e-07,3.46981770436123e-08,3.18484284661289e-08,1.82687307310042e-05,3.37483298816701e-07
683.4,3.97302835877666e-07,4.10886858053407e-08,4.67156415151358e-08,1.82048296124173e-05,3.54604092218069e-07
683.6,3.95792216495186e-07,4.67855504019276e-08,5.38930205230105e-08,1.8133939308985e-05,3.61100426386209e-07
683.8,3.78400217025843e-07,4.5876327618555e-08,4.55894438588771e-08,1.8059055185641e-05,3.4354735702106e-07
684,3.59984574159162e-07,3.66124353295713e-08,3.25173276974063e-08,1.79861679722528e-05,3.16522764886913e-07
684.2,3.46538073998008e-07,2.21996074320045e-08,2.06897451881323e-08,1.79252622185997e-05,2.89740644750462e-07
684.4,3.43049735818728e-07,2.39990900647386e-08,2.39299452125061e-08,1.7858365735079e-05,2.89931270220205e-07
684.6,3.47959248811788e-07,4.28552328158451e-08,4.12782027865209e-08,1.77884738866246e-05,3.16158745451327e-07
684.8,3.45345479748681e-07,5.59286787427357e-08,5.01564110241505e-08,1.77145882182585e-05,3.28397585401276e-07
685,3.34304044657001e-07,5.72471016810838e-08,4.65541830799999e-08,1.76347118200249e-05,3.19483190201372e-07
685.2,3.27665270002418e-07,4.57765227027073e-08,3.73059241432079e-08,1.75478462369459e-05,3.01325353807597e-07
685.4,3.25160822078833e-07,2.86579835365094e-08,2.69364817872732e-08,1.74639760188006e-05,2.81347755421264e-07
685.6,3.17736922876776e-07,2.98007498229656e-08,2.51383763574675e-08,1.7409060995015e-05,2.75829376561248e-07
685.8,3.0625820322701e-07,4.3660658486736e-08,2.97835656217508e-08,1.73701212508761e-05,2.80109981136128e-07
686,2.95803126974582e-07,4.23013155328903e-08,2.92099368956778e-08,1.73062201322892e-05,2.70844913106781e-07
686.2,2.88816512330612e-07,3.11451220394341e-08,2.58503980279427e-08,1.72243468240997e-05,2.55244189893557e-07
686.4,2.90525897421313e-07,3.2716051414877e-08,3.04765331911851e-08,1.71544549756453e-05,2.59806169540169e-07
686.6,2.95872694972459e-07,4.23302589584862e-08,3.86567596222643e-08,1.70925507670143e-05,2.75047443815071e-07
686.8,2.93229111053119e-07,4.61298321048082e-08,3.88864116821782e-08,1.70256542834936e-05,2.76147059518876e-07
687,2.85586569572019e-07,4.53303947288681e-08,3.41509661498065e-08,1.69567608900172e-05,2.67642611916067e-07
687.2,2.79206190338123e-07,4.22354442884309e-08,2.94877256319055e-08,1.68798798567173e-05,2.58311639658443e-07
687.4,2.7426686248883e-07,4.03261762482643e-08,2.80987819507672e-08,1.68039972783954e-05,2.52443499968372e-07
687.6,2.69953646620433e-07,4.7723716610896e-08,3.71946080792322e-08,1.67261177901176e-05,2.58995572998794e-07
687.8,2.67916298111167e-07,5.61602261475023e-08,4.94313523371736e-08,1.66502352117957e-05,2.69470015350737e-07
688,2.71136302584348e-07,5.09334427045581e-08,5.36683827002127e-08,1.65933232780542e-05,2.69629976932931e-07
688.2,2.77675694384821e-07,4.26296737060293e-08,5.40665131272249e-08,1.65384082542686e-05,2.6819858480686e-07
688.4,2.9181787452475e-07,4.80860084554232e-08,5.79144386900606e-08,1.64665194958584e-05,2.84935719522235e-07
688.6,2.95624237837183e-07,5.25532764887664e-08,5.60471367880538e-08,1.63936322824702e-05,2.90545261483262e-07
688.8,2.53813871112883e-07,3.36073093133969e-08,3.0220807098268e-08,1.6333724983795e-05,2.32523289892709e-07
689,2.11238256411932e-07,1.52551813873214e-08,6.30219406164412e-09,1.6271820775164e-05,1.75223533038802e-07
689.2,2.23412656040472e-07,2.70551165879953e-08,1.76761886814027e-08,1.61819598271512e-05,1.98773958985359e-07
689.4,2.43209720579289e-07,4.20488090957957e-08,3.46584069459479e-08,1.60950942440721e-05,2.33089656548272e-07
689.6,2.30816678671706e-07,3.64906733322371e-08,3.28312189408693e-08,1.60331900354411e-05,2.18482883629078e-07
689.8,2.18622402472344e-07,3.04325149402815e-08,2.86984847098435e-08,1.59732827367659e-05,2.02624198649959e-07
690,2.28997972441484e-07,3.78510143352413e-08,3.11935690987764e-08,1.58983986134218e-05,2.17462941525012e-07
690.2,2.39373542410623e-07,4.54301996447158e-08,3.53523773628055e-08,1.5821517580122e-05,2.33155627059462e-07
690.4,2.36054155083331e-07,4.53353849746605e-08,4.04458394252612e-08,1.57546210966013e-05,2.32785155728923e-07
690.6,2.24963028564596e-07,4.09439686773616e-08,3.84301161046201e-08,1.56907199780145e-05,2.20007837248418e-07
690.8,2.05931212002429e-07,3.2130196558851e-08,2.1075841446066e-08,1.56268188594276e-05,1.91000910177723e-07
691,1.93428848955325e-07,2.78635364063617e-08,1.23119578146818e-08,1.55659131057744e-05,1.74302818660261e-07
691.2,1.98209164238041e-07,3.48169448934711e-08,2.77909077918434e-08,1.55040088971434e-05,1.90196847803255e-07
691.4,2.08147449649094e-07,4.4597826646546e-08,4.52183903122915e-08,1.54421046885124e-05,2.13096075819984e-07
691.6,2.17777648212405e-07,5.31331430498415e-08,5.36643713105199e-08,1.53792020249034e-05,2.30852208650793e-07
691.8,2.26573030801187e-07,5.78848550933506e-08,5.50793890246614e-08,1.53073132664931e-05,2.41908996896582e-07
692,2.32168285487609e-07,5.66911882998121e-08,4.88015641554012e-08,1.52194492284362e-05,2.42470624449742e-07
692.2,2.26871179363518e-07,5.3067271805382e-08,4.3166564484415e-08,1.51455635600701e-05,2.33119126128545e-07
692.4,2.08823253057046e-07,4.92277766927209e-08,4.21887882467906e-08,1.50896500813066e-05,2.15949485682811e-07
692.6,1.99570709339356e-07,5.14404516770645e-08,4.31394876039885e-08,1.50287443276534e-05,2.11089999806534e-07
692.8,2.05324976592355e-07,6.08201176684316e-08,4.49937524894936e-08,1.4958852479199e-05,2.23691613585621e-07
693,2.0357583836001e-07,6.34160435296303e-08,4.39698452704018e-08,1.48899590857225e-05,2.23970336838357e-07
693.2,1.90328103907076e-07,5.71083728480555e-08,4.02422613983507e-08,1.48270564221136e-05,2.07291279466356e-07
693.4,1.85021059497574e-07,5.93489932088364e-08,4.35356123361543e-08,1.47671491234384e-05,2.06473207572045e-07
693.6,1.91013845600439e-07,7.07037984848296e-08,5.37215336136425e-08,1.47062433697852e-05,2.24458528345222e-07
693.8,1.98884967645993e-07,7.02107622005419e-08,5.75925246672119e-08,1.46373499763087e-05,2.31736163801025e-07
694,2.03396949222611e-07,5.67770205274411e-08,5.26224128378104e-08,1.45604689430089e-05,2.22360816825315e-07
694.2,1.93518293524024e-07,4.65829464227568e-08,4.22770388200326e-08,1.44885801845987e-05,2.02273692034439e-07
694.4,1.73582092989452e-07,4.29550377316928e-08,3.08315411789995e-08,1.44196867911222e-05,1.79264886833648e-07
694.6,1.66496095491371e-07,4.56896924259198e-08,3.01114967291387e-08,1.43527903076015e-05,1.75733708041369e-07
694.8,1.70968323926345e-07,5.01240248370333e-08,3.65618113551901e-08,1.42828984591471e-05,1.85456310941041e-07
695,1.70988200497167e-07,4.11964751144563e-08,3.25042906809047e-08,1.4221992705494e-05,1.76634440899913e-07
695.2,1.65949489793763e-07,2.53823861983878e-08,2.14709633308086e-08,1.41630838617967e-05,1.55474717093751e-07
695.4,1.59936827120076e-07,2.52646163976875e-08,1.83631391662978e-08,1.40941904683202e-05,1.49458309300701e-07
695.6,1.54550276427285e-07,3.53678680289504e-08,2.25740954963336e-08,1.40242986198658e-05,1.55202491073291e-07
695.8,1.53049595330216e-07,3.94948012992529e-08,3.20179096806505e-08,1.3959399046301e-05,1.61454152590776e-07
696,1.52522866203431e-07,3.67451758676487e-08,3.93878353937804e-08,1.39034855675375e-05,1.62097908303401e-07
696.2,1.43300137341973e-07,2.27535247149593e-08,2.58524037227891e-08,1.38635473684207e-05,1.38110225869975e-07
696.4,1.35588027862996e-07,1.12579945076209e-08,8.25393571668474e-09,1.38236091693039e-05,1.15469881540632e-07
696.6,1.52592434201308e-07,3.29276378364741e-08,2.14960345163887e-08,1.37567126857832e-05,1.51313925938554e-07
696.8,1.7649401061489e-07,6.34998796589424e-08,4.56887257537744e-08,1.36788331975054e-05,2.0422360337797e-07
697,1.77110184310376e-07,6.16405140766997e-08,4.82108870231337e-08,1.36129351689627e-05,2.04321942353436e-07
697.2,1.68692456567214e-07,4.7637884383267e-08,4.21948053313299e-08,1.35530278702875e-05,1.84221626193536e-07
697.4,1.71008077067989e-07,4.86059920669897e-08,4.41874631612372e-08,1.35001097564577e-05,1.8761649536341e-07
697.6,1.74079007260005e-07,5.35173919758552e-08,4.88878090337968e-08,1.34412009127605e-05,1.95888096714851e-07
697.8,1.65641402946021e-07,5.03276268653626e-08,5.34066395227563e-08,1.33603260595489e-05,1.88931137521014e-07
698,1.54520461571052e-07,4.62086779883279e-08,5.39371458096315e-08,1.32754573864257e-05,1.77459094941123e-07
698.2,1.49620886863403e-07,5.02697400141709e-08,4.14466811536193e-08,1.32085609029051e-05,1.71495868194577e-07
698.4,1.46549956671388e-07,5.21999670866655e-08,2.92480450977596e-08,1.31506505141857e-05,1.6536251490023e-07
698.6,1.42574642506967e-07,3.8798162986636e-08,3.38380777537667e-08,1.30817571207092e-05,1.53744115605518e-07
698.8,1.38798094050766e-07,2.60750323143708e-08,3.80229600507991e-08,1.30208513670561e-05,1.42636696891454e-07
699,1.3506129873621e-07,2.79972749935976e-08,2.61773262879074e-08,1.29829100778951e-05,1.36145623691084e-07
699.2,1.33103456510233e-07,3.22319975730156e-08,1.74515508586049e-08,1.29419734238004e-05,1.34198140436449e-07
699.4,1.34653829034357e-07,3.06690525908406e-08,2.69615529728533e-08,1.2872081575346e-05,1.38293009357942e-07
699.6,1.38350871207269e-07,3.21032492315721e-08,3.73319981762112e-08,1.27991943619578e-05,1.46765448917563e-07
699.8,1.43568471048072e-07,4.27753888831669e-08,3.76017641330532e-08,1.27283040585255e-05,1.59290121779446e-07
700,1.50246998844299e-07,4.84892203154479e-08,3.80851365910378e-08,1.26654013949165e-05,1.69093874228731e-07
700.2,1.5846596087924e-07,3.9620555493221e-08,4.39959193034052e-08,1.26184740109543e-05,1.70898995309836e-07
700.4,1.58684603158283e-07,2.92967349979347e-08,4.43037934623289e-08,1.25665543521024e-05,1.63030174785929e-07
700.6,1.44582176159999e-07,2.42266452728714e-08,3.29946830708517e-08,1.25046501434714e-05,1.43369479431007e-07
700.8,1.32348146818993e-07,2.47875488999355e-08,2.81649698806987e-08,1.24417474798624e-05,1.32413861839347e-07
701,1.30112032601506e-07,3.20453623803804e-08,3.84872784077428e-08,1.23888293660327e-05,1.40968350158236e-07
701.2,1.25659680737354e-07,3.26082621057614e-08,4.23833406468923e-08,1.23329158872691e-05,1.39734965124012e-07
701.4,1.15562382759724e-07,2.15538696264699e-08,3.22054421487897e-08,1.22700132236602e-05,1.18874202406138e-07
701.6,1.1552262961808e-07,2.1591795494492e-08,3.29485520893843e-08,1.22121028349408e-05,1.19198652154869e-07
701.8,1.29684686328831e-07,3.92822168284973e-08,5.11582555999318e-08,1.2160183176089e-05,1.51905704977113e-07
702,1.39613033454473e-07,4.99503642834583e-08,5.89864825854662e-08,1.21062666072813e-05,1.71306095913558e-07
702.2,1.39036612900632e-07,4.65220654240897e-08,4.80093146910696e-08,1.20523500384736e-05,1.63360232447579e-07
702.4,1.33471173070442e-07,4.26007302804334e-08,3.01225280507939e-08,1.19924427397984e-05,1.48217492139404e-07
702.6,1.25937952728864e-07,4.18252460842968e-08,1.2219695851747e-08,1.19335338961011e-05,1.34062894854156e-07
702.8,1.23761468223843e-07,4.28322776852001e-08,9.30060757228329e-09,1.1872628142448e-05,1.3193191438554e-07
703,1.28064745806829e-07,4.40319327736895e-08,2.22251045930584e-08,1.18107239338169e-05,1.41794816088028e-07
703.2,1.33302222218454e-07,3.79308582679194e-08,3.42131426900451e-08,1.17458243602521e-05,1.46180857054022e-07
703.4,1.36591794689513e-07,2.68445282155566e-08,3.98010085321407e-08,1.16759325117977e-05,1.42347036384142e-07
703.6,1.32338208533582e-07,2.4805513784788e-08,3.50816085585403e-08,1.16160252131225e-05,1.35442034177634e-07
703.8,1.23900604219598e-07,3.19994521190905e-08,2.46670380685614e-08,1.15641055542707e-05,1.30178205796127e-07
704,1.26613756136815e-07,4.2009885178615e-08,2.74429197359915e-08,1.15041982555955e-05,1.41372355072869e-07
704.2,1.3609488041896e-07,4.90820615155833e-08,3.80059116446046e-08,1.14392986820307e-05,1.58782302327051e-07
704.4,1.32338208533582e-07,3.92223338789887e-08,3.04655018695299e-08,1.13923712980684e-05,1.44833671917405e-07
704.6,1.21177514016969e-07,2.13642402863593e-08,1.42093451393847e-08,1.13564269188633e-05,1.15126351653807e-07
704.8,1.23473257946923e-07,2.27645032557025e-08,2.20385749723424e-08,1.13045072600114e-05,1.21397777119761e-07
705,1.33252530791399e-07,3.36522215255284e-08,4.11418155369651e-08,1.12396076864466e-05,1.45784160107001e-07
705.2,1.35677472431696e-07,2.58125453856914e-08,3.71274173018775e-08,1.11667204730585e-05,1.39668202867005e-07
705.4,1.30072279459862e-07,1.04495746892545e-08,2.06716939345146e-08,1.10988255345599e-05,1.16066558215522e-07
705.6,1.13226885688127e-07,1.28019765557848e-08,1.39977443330886e-08,1.10449089657522e-05,1.02221390444928e-07
705.8,9.5011996186749e-08,2.3068908249038e-08,1.48692187438533e-08,1.099798158179e-05,9.68953537233379e-08
706,9.24111468946764e-08,2.27625071573856e-08,2.02354553054207e-08,1.09500557428498e-05,9.70222176523996e-08
706.2,9.89117793820462e-08,2.0202511065892e-08,2.70447893089793e-08,1.09011314489317e-05,1.02907201210376e-07
706.4,1.06906136166697e-07,2.97318844310307e-08,3.11464352698857e-08,1.08562009749253e-05,1.18309998429208e-07
706.6,1.14926332493417e-07,4.10437735932093e-08,3.26396750830373e-08,1.08112705009189e-05,1.34003466924085e-07
706.8,1.20680599746417e-07,3.98560950946216e-08,3.00011835125862e-08,1.0747369382332e-05,1.36280402211786e-07
707,1.23254615667879e-07,3.44616393930533e-08,2.657244817265e-08,1.06804728988114e-05,1.32468410937218e-07
707.2,1.19567511780379e-07,3.21232102147416e-08,2.61683006610985e-08,1.06155733252466e-05,1.27641723183598e-07
707.4,1.14031886806422e-07,3.25234279272909e-08,2.78871811444711e-08,1.05566644815493e-05,1.24505955794669e-07
707.6,1.11328673174616e-07,3.92762285335465e-08,3.29034239553401e-08,1.0509737097587e-05,1.29988210309626e-07
707.8,1.09251571523706e-07,4.49261848196849e-08,3.72497646875084e-08,1.04648066235806e-05,1.34780553768102e-07
708,1.0627008590039e-07,4.10477657898432e-08,3.60062338827348e-08,1.04128869647288e-05,1.28904371781535e-07
708.2,1.0504767679483e-07,3.5559493467378e-08,3.43635698035258e-08,1.03609673058769e-05,1.22915652385923e-07
708.4,1.09301262950761e-07,3.41252968266465e-08,3.71855824524233e-08,1.03150383768926e-05,1.26243405200485e-07
708.6,1.09877683504602e-07,3.19295886779971e-08,3.60654018807039e-08,1.02691094479083e-05,1.24454266657151e-07
708.8,9.788117918492e-08,2.56139336031544e-08,2.31427099852905e-08,1.02181882440344e-05,1.04702141597701e-07
709,9.05914468359126e-08,2.20988044669983e-08,1.4578392991124e-08,1.01662685851825e-05,9.26440138221289e-08
709.2,1.00853720351366e-07,2.6481238321871e-08,2.22301188301744e-08,1.01153473813086e-05,1.07246916800584e-07
709.4,1.05961999052647e-07,3.13078040522659e-08,2.91768429307121e-08,1.00684199973463e-05,1.17979721893067e-07
709.6,9.24131345517587e-08,3.24036620282737e-08,2.60128593105018e-08,1.0022491068362e-05,1.07176695577357e-07
709.8,8.49862538640787e-08,3.71304228428209e-08,2.79102466352048e-08,9.97007218202121e-06,1.06106460555496e-07
710,9.6002843242231e-08,4.85331344784209e-08,4.17545553125431e-08,9.90876704637692e-06,1.2954254914582e-07
710.2,1.00972979776299e-07,4.47635028068532e-08,4.44171152211511e-08,9.85425140458248e-06,1.3149669027467e-07
710.4,9.00915510797367e-08,1.65606296866093e-08,2.59336343640687e-08,9.81051907654958e-06,9.28425073530894e-08
710.6,8.89416914576778e-08,1.65127233270024e-09,1.38382915927991e-08,9.76109555514254e-06,7.48876783555648e-08
710.8,1.05832801342304e-07,1.43020444409758e-08,1.90480839563465e-08,9.70048933798279e-06,1.00000099758342e-07
711,1.15403370193148e-07,2.16616589355854e-08,2.81559442538899e-08,9.64068188480537e-06,1.17069749358557e-07
711.2,1.09261509809117e-07,1.43958610618726e-08,3.55509411526e-08,9.58476840604185e-06,1.09887048195392e-07
711.4,9.9079736405493e-08,1.42770932120139e-08,3.33436739741268e-08,9.53105152822974e-06,1.01097537227529e-07
711.6,8.92149943064818e-08,2.47835567033016e-08,2.06285714953168e-08,9.47993063336024e-06,9.63662994818661e-08
711.8,8.27402013611808e-08,2.65161700424177e-08,1.18566650845469e-08,9.43859459727434e-06,8.89888798720804e-08
712,8.1761280248192e-08,1.82163932405227e-08,1.23109549672586e-08,9.40584527399856e-06,8.1876322917531e-08
712.2,8.87628023202789e-08,2.14670393496824e-08,2.53880853658454e-08,9.36241248245904e-06,9.54777195604877e-08
712.4,9.99791512351933e-08,3.62052312729127e-08,4.45234170480107e-08,9.30470178473526e-06,1.24016247389288e-07
712.6,9.74985551965945e-08,3.95217486265318e-08,3.87831183975881e-08,9.24469464056226e-06,1.22249431117001e-07
712.8,8.50588033475794e-08,3.20473584786974e-08,1.40819835166378e-08,9.18957992578107e-06,9.60984578523566e-08
713,8.99116681137966e-08,3.37699913262287e-08,1.50386999583749e-08,9.14954188116647e-06,1.01564441087237e-07
713.2,1.08863978392675e-07,4.33692281324608e-08,3.81202362508499e-08,9.11749147637524e-06,1.33634471269296e-07
713.4,1.18335164389408e-07,4.58443900454838e-08,4.83903967118873e-08,9.06457336254547e-06,1.47271289831923e-07
713.6,1.18027077541666e-07,4.2794351817178e-08,4.62412946839601e-08,9.00027286196741e-06,1.43685001966738e-07
713.8,1.16009605603222e-07,4.4141718181122e-08,4.65501716903071e-08,8.95634084293893e-06,1.43354196400779e-07
714,1.14339973654165e-07,4.84892203154479e-08,4.90984069926697e-08,8.92768518507262e-06,1.46639804100961e-07
714.2,1.16337569021787e-07,5.10342456695643e-08,5.00230323168643e-08,8.87786228167441e-06,1.50574452560915e-07
714.4,1.18663127807973e-07,5.04234395845764e-08,4.88135983244796e-08,8.81835436499037e-06,1.51328639396654e-07
714.6,1.12869107413329e-07,4.24899468238425e-08,4.445121203354e-08,8.77282481799722e-06,1.38745548559462e-07
714.8,1.03606625410228e-07,3.37799718178135e-08,3.85624919644831e-08,8.73358553736496e-06,1.22247551923154e-07
715,9.95319283916959e-08,3.80126982989146e-08,3.31220446935986e-08,8.68346309747337e-06,1.20126285496871e-07
715.2,9.87617112723393e-08,4.69053163009449e-08,2.97905855537132e-08,8.62854807368776e-06,1.2512291691634e-07
715.4,9.78931051274133e-08,4.64092858691818e-08,3.2044986561077e-08,8.58122130773435e-06,1.25055672554185e-07
715.6,9.85828221349404e-08,4.24530190049788e-08,3.67493438233294e-08,8.54068403563079e-06,1.24503840154629e-07
715.8,1.05763233344426e-07,4.31845890381425e-08,4.06002779284347e-08,8.51033100430202e-06,1.32217280875098e-07
716,1.11229290320505e-07,4.50509409644945e-08,4.21256088591287e-08,8.47838044500858e-06,1.38511000383228e-07
716.2,1.0297057514392e-07,4.6093902335103e-08,3.86447254531859e-08,8.4180737643422e-06,1.31544632674759e-07
716.4,8.87727406056899e-08,4.23482238433388e-08,3.15335343752427e-08,8.35467187324428e-06,1.14693353164186e-07
716.6,7.29559593739991e-08,2.33962683730185e-08,1.95394791937167e-08,8.32142332247954e-06,8.24468383458556e-08
716.8,6.1837005656113e-08,6.23601075199616e-09,9.35395905519777e-09,8.29546349305361e-06,5.5975347772131e-08
717,6.81994959762691e-08,1.23538524836286e-08,1.02872088672319e-08,8.25352838398097e-06,6.60553485059621e-08
717.2,7.55657531229416e-08,2.1786415080395e-08,1.40448781619792e-08,8.20739976400106e-06,8.07543408600288e-08
717.4,6.80365080955278e-08,1.92304111855354e-08,1.43597722528654e-08,8.15997315254986e-06,7.31521534046326e-08
717.6,6.23547903260288e-08,1.55146741685254e-08,1.60515758558114e-08,8.10905194867593e-06,6.6636632252866e-08
717.8,7.1067685145899e-08,1.60596090090539e-08,2.24617765849347e-08,8.05204016943669e-06,7.64840470611582e-08
718,8.12405140926529e-08,1.95238376381276e-08,2.8484878208701e-08,8.0019177295451e-06,8.95809907889099e-08
718.2,8.51631553443955e-08,2.68664852970431e-08,3.04534677004514e-08,7.96657242332673e-06,9.92298324489799e-08
718.4,8.73465966492038e-08,3.35863502810689e-08,3.16267991856007e-08,7.93222557208628e-06,1.06717834237133e-07
718.6,8.93034450466402e-08,3.64627279557997e-08,3.36184541680849e-08,7.88889262604455e-06,1.11349871773101e-07
718.8,8.63706570218384e-08,3.41672148913026e-08,3.36194570155081e-08,7.84046755961542e-06,1.0730690436975e-07
719,7.57655126597038e-08,2.50101138622758e-08,3.01405793044116e-08,7.79094419271058e-06,9.04883021348698e-08
719.2,7.09205985218154e-08,2.18852219470843e-08,3.21713453364008e-08,7.74531480021964e-06,8.52238038993442e-08
719.4,7.91981964406815e-08,3.20293935938448e-08,4.44472006438472e-08,7.70467768261829e-06,1.04899036442818e-07
719.6,9.01809956484362e-08,4.34720271957839e-08,5.55647671774924e-08,7.66683623895512e-06,1.27149892645855e-07
719.8,9.84347416823157e-08,5.04164532404671e-08,5.95911995816585e-08,7.62969371377649e-06,1.40671301581136e-07
720,9.41573036413985e-08,4.89273638960193e-08,5.31529191246856e-08,7.59414871656253e-06,1.33432463496321e-07
720.2,7.38981088309669e-08,3.70775262374216e-08,3.52611182472939e-08,7.5608003203e-06,1.00856272383007e-07
720.4,5.50928851761724e-08,2.32645258840995e-08,1.81535440548481e-08,7.5170679922671e-06,6.81732377136266e-08
720.6,4.54348594137111e-08,1.16113039097217e-08,7.76645158426503e-09,7.46424972393512e-06,4.70807813899951e-08
720.8,4.6019230595881e-08,3.30184603098955e-09,5.22573763757639e-09,7.41282929257224e-06,3.98392593767885e-08
721,5.54705400217924e-08,3.32530018621376e-10,1.08327578654551e-08,7.36759928207246e-06,4.71156470773298e-08
721.2,5.9789718861436e-08,6.41855394308161e-09,2.06285714953168e-08,7.33445057680551e-06,5.94905005467398e-08
721.4,5.74740983606607e-08,2.05089121575444e-08,3.14643379030416e-08,7.31148611231335e-06,7.36155754492476e-08
721.6,6.25336794634278e-08,3.50724454780412e-08,3.76388694877118e-08,7.27863694353978e-06,9.16790270595864e-08
721.8,7.51344315361019e-08,4.57535675720624e-08,3.81663672323173e-08,7.23290770555104e-06,1.09929622566075e-07
722,8.50021551207364e-08,4.58673451761288e-08,3.63702674973581e-08,7.18887584102476e-06,1.16727865143805e-07
722.2,8.87419319209157e-08,3.77432250261258e-08,3.37799126032208e-08,7.14624181346757e-06,1.12007301391341e-07
722.4,8.31049364357664e-08,3.36562137221623e-08,3.31130190667898e-08,7.10700253283531e-06,1.04201559887072e-07
722.6,7.11561358860574e-08,3.40773904670396e-08,3.32614404854241e-08,7.07005969865227e-06,9.55266330486265e-08
722.8,6.31200383026799e-08,3.48957907769908e-08,2.99279756506923e-08,7.03541331091844e-06,8.86160067561199e-08
723,5.78626853202329e-08,3.30224525065294e-08,2.30634850388574e-08,7.00126615067357e-06,8.01428451823418e-08
723.2,4.69961640517875e-08,1.9681529405167e-08,1.19790124701779e-08,6.96242625203248e-06,5.64926048003819e-08
723.4,3.50095980175165e-08,3.26411977279912e-09,1.74555622482977e-09,6.920890524951e-06,2.9929194724545e-08
723.6,3.18601553707538e-08,3.78370416470226e-09,3.61426211322906e-09,6.87935479786953e-06,2.87652261830753e-08
723.8,3.77128116493229e-08,1.54637736614431e-08,1.30761275511636e-08,6.83991582624168e-06,4.65852266271943e-08
724,5.59535406927696e-08,2.73505391389045e-08,2.19382902300219e-08,6.80556897500123e-06,7.37134063581211e-08
724.2,7.48164064029482e-08,3.51383167225007e-08,2.7553232952544e-08,6.77162150575195e-06,9.66518903650263e-08
724.4,7.10368764611247e-08,2.86599796348263e-08,2.31798153399491e-08,6.72050061088244e-06,8.67451154287469e-08
724.6,5.8948939915661e-08,1.95617635061497e-08,1.75578526854646e-08,6.66868079752838e-06,6.7910988273014e-08
724.8,6.27195254006145e-08,2.99943713597101e-08,2.80135399197948e-08,6.65020938043686e-06,8.35970351264309e-08
725,6.94030223395476e-08,4.28422581767849e-08,3.98391167342225e-08,6.63742915671949e-06,1.04004596720061e-07
725.2,5.85822171839931e-08,3.02418875510124e-08,2.9102632221395e-08,6.59010239076607e-06,8.11270928955637e-08
725.4,4.70468493073839e-08,1.48000709710558e-08,1.48331162366179e-08,6.53548690347384e-06,5.39151507144052e-08
725.6,5.83814638186898e-08,2.68585009037753e-08,2.13415960132152e-08,6.49844422379301e-06,7.49069759440054e-08
725.8,7.26339589266809e-08,4.33662339849853e-08,3.25564387469113e-08,6.46879011094878e-06,1.03691154940142e-07
726,6.83992555130313e-08,4.08092320409672e-08,3.41479576075368e-08,6.43823738862443e-06,9.9147499516848e-08
726.2,5.89340324875444e-08,3.27619616761669e-08,3.12196431317797e-08,6.40718543881111e-06,8.43132005773082e-08
726.4,5.1861948589039e-08,2.6525152484844e-08,2.29301063315712e-08,6.37413657904195e-06,7.03866849466954e-08
726.6,4.84004437803693e-08,2.37964860855678e-08,1.75558469906182e-08,6.33929050031254e-06,6.32513309638743e-08
