wavelength_nm,S_single_white_W_nm,S_RGB_target_W_nm,S_best_Ra_single_white_W_nm,S_best_Ra_RGB_point_W_nm,S_best_Ra_blend_W_nm,S_best_Rmin8_single_white_W_nm,S_best_Rmin8_RGB_point_W_nm,S_best_Rmin8_blend_W_nm
608.6,3.62698460402572e-05,1.29690318411311e-05,3.28026880538946e-05,6.70768532079346e-07,3.3473456585974e-05,3.31679238967515e-05,5.33835651518544e-07,3.37017595482701e-05
608.8,3.62352552870299e-05,1.32561922024183e-05,3.27714039484588e-05,6.83235439532587e-07,3.34546393879914e-05,3.31362914638677e-05,5.43244032335995e-07,3.36795354962037e-05
609,3.62049883779559e-05,1.35096528073953e-05,3.27440303562024e-05,6.91827120916885e-07,3.34358574771193e-05,3.31086130850943e-05,5.49109263145544e-07,3.36577223482398e-05
609.2,3.61603086550373e-05,1.38001968283915e-05,3.27036217200144e-05,7.03516442684174e-07,3.34071381626986e-05,3.30677545259527e-05,5.57693725611665e-07,3.36254482515643e-05
609.4,3.61012161182739e-05,1.42604312267259e-05,3.26501780398948e-05,7.30670282370076e-07,3.33808483222649e-05,3.30137157864427e-05,5.80025504904132e-07,3.35937412913469e-05
609.6,3.60637428022776e-05,1.47599736042274e-05,3.26162869256726e-05,7.60661793912195e-07,3.33769487195848e-05,3.29794473174852e-05,6.04788883739228e-07,3.35842362012245e-05
609.8,3.61660737805752e-05,1.519518770435e-05,3.2708835737587e-05,7.81946269633759e-07,3.34907820072208e-05,3.30730265981e-05,6.21464531824375e-07,3.36944911299243e-05
610,3.62669634774883e-05,1.56009623735294e-05,3.28000810451083e-05,8.00707108786399e-07,3.36007881538947e-05,3.31652878606779e-05,6.35916232586441e-07,3.38012040932643e-05
610.2,3.62381378497988e-05,1.59746056402437e-05,3.27740109572451e-05,8.1988577530874e-07,3.35938967325538e-05,3.31389274999413e-05,6.51148174474467e-07,3.37900756744158e-05
610.4,3.61848104385733e-05,1.63261027230993e-05,3.27257812946981e-05,8.36798232783511e-07,3.35625795274817e-05,3.30901608325787e-05,6.64335257447699e-07,3.37544960900264e-05
610.6,3.6150219685346e-05,1.66519913879208e-05,3.26944971892623e-05,8.48847097058469e-07,3.35433442863208e-05,3.30585283996949e-05,6.72889726876529e-07,3.37314181265714e-05
610.8,3.61242766204255e-05,1.69910733327581e-05,3.26710341101854e-05,8.61026305290195e-07,3.35320604154756e-05,3.3034804075032e-05,6.81429093265411e-07,3.37162331682974e-05
611,3.60896858671981e-05,1.73706854034283e-05,3.26397500047495e-05,8.76518213497017e-07,3.35162682182465e-05,3.30031716421481e-05,6.92866768653874e-07,3.3696038410802e-05
611.2,3.60421235815105e-05,1.7764462589827e-05,3.25967343597752e-05,8.93885746084798e-07,3.349062010586e-05,3.29596770469328e-05,7.06043233212619e-07,3.36657202801455e-05
611.4,3.59585292612111e-05,1.81573809070008e-05,3.25211311049719e-05,9.12808407568318e-07,3.34339395125402e-05,3.28832320007969e-05,7.20801704910644e-07,3.36040337057075e-05
611.6,3.59441164473664e-05,1.85711614854279e-05,3.25080960610403e-05,9.33494164622742e-07,3.3441590225663e-05,3.28700518204286e-05,7.37110615830664e-07,3.36071624362593e-05
611.8,3.60666253650466e-05,1.9017544037644e-05,3.2618893934459e-05,9.55974399336544e-07,3.35748683337955e-05,3.29820833535589e-05,7.54870983685764e-07,3.37369543372447e-05
612,3.61430132784236e-05,1.94790731098976e-05,3.26879796672965e-05,9.77255494920449e-07,3.36652351622169e-05,3.30519383095107e-05,7.71250214502951e-07,3.38231885240137e-05
612.2,3.60824794602758e-05,1.99466467605777e-05,3.26332324827837e-05,9.95914358556665e-07,3.36291468413404e-05,3.2996581551964e-05,7.84910714274978e-07,3.3781492266239e-05
612.4,3.6019063079359e-05,2.04630031035997e-05,3.25758782894846e-05,1.01975583896722e-06,3.35956341284519e-05,3.29385887583436e-05,8.03268373339248e-07,3.37418571316829e-05
612.6,3.60075328282832e-05,2.10412755631207e-05,3.25654502543394e-05,1.05154387196597e-06,3.36169941263053e-05,3.2928044614049e-05,8.28971670239508e-07,3.37570162842885e-05
612.8,3.60089741096676e-05,2.15790551760112e-05,3.25667537587325e-05,1.08061252919177e-06,3.36473662879243e-05,3.29293626320858e-05,8.52376173528982e-07,3.37817388056148e-05
613,3.60291520490503e-05,2.20478197470828e-05,3.25850028202368e-05,1.10341599012344e-06,3.36884188103602e-05,3.29478148846014e-05,8.70214157799844e-07,3.38180290424012e-05
613.2,3.60810381788913e-05,2.25263351277062e-05,3.26319289783906e-05,1.12451738454659e-06,3.37564463629372e-05,3.29952635339272e-05,8.86222555499375e-07,3.38814860894266e-05
613.4,3.61444545598081e-05,2.30320272601331e-05,3.26892831716896e-05,1.14526697550019e-06,3.38345501471898e-05,3.30532563275476e-05,9.01572637803526e-07,3.39548289653511e-05
613.6,3.61300417459634e-05,2.35373988252906e-05,3.2676248127758e-05,1.16711564851557e-06,3.38433637762736e-05,3.30400761471793e-05,9.18037609008794e-07,3.39581137561881e-05
613.8,3.60205043607434e-05,2.40298426534991e-05,3.25771817938778e-05,1.18962027030073e-06,3.37668020641785e-05,3.29399067763804e-05,9.35309774177364e-07,3.38752165505578e-05
614,3.59196146638303e-05,2.44973159134951e-05,3.24859364863565e-05,1.20797702356149e-06,3.3693913509918e-05,3.28476455138025e-05,9.48665917561011e-07,3.37963114313636e-05
614.2,3.58374616249154e-05,2.49647059752236e-05,3.24116367359464e-05,1.22459342539269e-06,3.36362301613391e-05,3.27725184857034e-05,9.6026325823052e-07,3.37327817439339e-05
614.4,3.58244900924551e-05,2.56123828154839e-05,3.23999051964079e-05,1.25648019853146e-06,3.36563853949394e-05,3.2760656323372e-05,9.85293623631658e-07,3.37459499470036e-05
614.6,3.58619634084514e-05,2.63776475472065e-05,3.24337963106301e-05,1.29936773844787e-06,3.3733164049078e-05,3.27949247923295e-05,1.02013797995053e-06,3.381506277228e-05
614.8,3.59671769495179e-05,2.70202970178491e-05,3.25289521313308e-05,1.33228404561422e-06,3.38612361769451e-05,3.28911401090178e-05,1.04626531892275e-06,3.39374054279406e-05
615,3.60896858671981e-05,2.75591099243765e-05,3.26397500047495e-05,1.35660610901674e-06,3.39963561137663e-05,3.30031716421481e-05,1.06485887323412e-06,3.40680305153822e-05
615.2,3.61069812438118e-05,2.81737928169761e-05,3.26553920574675e-05,1.3872830879014e-06,3.40426751453689e-05,3.30189878585901e-05,1.08903333952657e-06,3.41080211981166e-05
615.4,3.60334758932037e-05,2.8843743833126e-05,3.25889133334162e-05,1.42199069925761e-06,3.40109040326739e-05,3.29517689387119e-05,1.11666794332961e-06,3.40684368820415e-05
615.6,3.59570879798266e-05,2.94721295192544e-05,3.25198276005787e-05,1.4505727553875e-06,3.39704003559662e-05,3.288191398276e-05,1.13857158993432e-06,3.40204855726944e-05
615.8,3.58994367244477e-05,3.00850976173411e-05,3.24676874248523e-05,1.4764970671843e-06,3.39441844920366e-05,3.2829193261287e-05,1.1579595644734e-06,3.39871528257604e-05
616,3.59066431313701e-05,3.07592274321226e-05,3.24742049468181e-05,1.50894840562839e-06,3.39831533524465e-05,3.28357833514711e-05,1.18326624517594e-06,3.4019049596647e-05
616.2,3.59686182309024e-05,3.15017083261171e-05,3.2530255635724e-05,1.54708878075119e-06,3.40773444164752e-05,3.28924581270547e-05,1.21356426290883e-06,3.41060223899635e-05
616.4,3.60579776767397e-05,3.23156934684488e-05,3.26110729081e-05,1.58878054051023e-06,3.41998534486102e-05,3.29741752453379e-05,1.24665705589865e-06,3.42208323012366e-05
616.6,3.61358068715012e-05,3.3158272185906e-05,3.26814621453307e-05,1.63142085521584e-06,3.43128830005465e-05,3.30453482193266e-05,1.28039059515089e-06,3.43257388144775e-05
616.8,3.6119952776272e-05,3.39622437903549e-05,3.26671235970059e-05,1.67113879313289e-06,3.43382623901388e-05,3.30308500209215e-05,1.31159908312306e-06,3.43424491040446e-05
617,3.60493299884329e-05,3.47219347293705e-05,3.2603251881741e-05,1.70746584337776e-06,3.43107177251188e-05,3.2966267137117e-05,1.33987196356412e-06,3.43061391006811e-05
617.2,3.59830310447471e-05,3.54073021182196e-05,3.25432906796556e-05,1.7377717807608e-06,3.42810624604164e-05,3.29056383074229e-05,1.36288423278936e-06,3.42685225402123e-05
617.4,3.59253797893682e-05,3.61002066493536e-05,3.24911505039292e-05,1.76850039738401e-06,3.42596509013132e-05,3.28529175859499e-05,1.38623996649948e-06,3.42391575524493e-05
617.6,3.58792587850651e-05,3.69073223171235e-05,3.2449438363348e-05,1.80872126360114e-06,3.42581596269492e-05,3.28107410087714e-05,1.41792197551175e-06,3.42286629842831e-05
617.8,3.58648459712204e-05,3.77880283793524e-05,3.24364033194164e-05,1.85327945630168e-06,3.42896827757181e-05,3.27975608284031e-05,1.45317022472905e-06,3.42507310531322e-05
618,3.59325861962906e-05,3.87561920784744e-05,3.2497668025895e-05,1.89941955136789e-06,3.43970875772629e-05,3.2859507676134e-05,1.48904420783493e-06,3.43485518839689e-05
618.2,3.59931200144384e-05,3.97049381575257e-05,3.25524152104077e-05,1.94399839342367e-06,3.44964136038314e-05,3.29148644336807e-05,1.52355575655349e-06,3.44384201902342e-05
618.4,3.59570879798266e-05,4.04873422716304e-05,3.25198276005787e-05,1.98103696358741e-06,3.45008645641661e-05,3.288191398276e-05,1.55229518329855e-06,3.44342091660586e-05
618.6,3.59210559452148e-05,4.130201393499e-05,3.24872399907497e-05,2.02057335404629e-06,3.4507813344796e-05,3.28489635318394e-05,1.58320096445306e-06,3.44321644962924e-05
618.8,3.5988796170285e-05,4.23451261743217e-05,3.25485046972283e-05,2.07367933471883e-06,3.46221840319471e-05,3.29109103795702e-05,1.62528389208432e-06,3.45361942716546e-05
619,3.60334758932037e-05,4.34147946712248e-05,3.25889133334162e-05,2.12649953501659e-06,3.47154128684328e-05,3.29517689387119e-05,1.6667821713231e-06,3.4618551110035e-05
619.2,3.59513228542887e-05,4.43720203059692e-05,3.25146135830061e-05,2.16839200828913e-06,3.46830055912952e-05,3.28766419106127e-05,1.69848302620828e-06,3.4575124936821e-05
619.4,3.58835826292185e-05,4.5355142791355e-05,3.24533488765275e-05,2.21175099112092e-06,3.46650998676484e-05,3.28146950628819e-05,1.73137837525563e-06,3.45460734381375e-05
619.6,3.59023192872167e-05,4.64153246460862e-05,3.24702944336386e-05,2.26273972497314e-06,3.47330341586117e-05,3.28318292973606e-05,1.77113042327576e-06,3.46029597206364e-05
619.8,3.59109669755235e-05,4.75159684116395e-05,3.24781154599976e-05,2.31681386305824e-06,3.47949293230558e-05,3.28397374055816e-05,1.81355171329643e-06,3.4653289118878e-05
620,3.58691698153738e-05,4.86616456537695e-05,3.24403138325959e-05,2.37314311837787e-06,3.48134569509738e-05,3.28015148825136e-05,1.85775181232639e-06,3.465926669484e-05
620.2,3.57942231833812e-05,4.97859919400243e-05,3.23725316041515e-05,2.42886623502409e-06,3.48013978391756e-05,3.27329779445986e-05,1.90157652956683e-06,3.46345544741654e-05
620.4,3.5699098612006e-05,5.08589207576307e-05,3.22865003142029e-05,2.48239184077394e-06,3.47688921549769e-05,3.2645988754168e-05,1.94375176699681e-06,3.45897405211648e-05
620.6,3.56342409497047e-05,5.19616944619902e-05,3.22278426165107e-05,2.53522552507924e-06,3.47630681415899e-05,3.25866779425108e-05,1.9848950761858e-06,3.45715730186966e-05
620.8,3.56241519800134e-05,5.31381556607304e-05,3.22187180857585e-05,2.58846703365613e-06,3.48071851194147e-05,3.2577451816253e-05,2.02563028986465e-06,3.46030821061177e-05
621,3.56400060752426e-05,5.44449931654505e-05,3.22330566340833e-05,2.6497750562967e-06,3.488283169038e-05,3.25919500146581e-05,2.07307018043497e-06,3.46650201950931e-05
621.2,3.56702729843165e-05,5.58731246623575e-05,3.22604302263397e-05,2.72051090348033e-06,3.498094112982e-05,3.26196283934315e-05,2.12869234109991e-06,3.47483207345314e-05
621.4,3.5726482958311e-05,5.7147415290513e-05,3.2311266897673e-05,2.78275661330165e-06,3.50940235109746e-05,3.26710310968677e-05,2.17744274692052e-06,3.48484738437882e-05
621.6,3.58129598413793e-05,5.82298387388535e-05,3.23894771612626e-05,2.833820265138e-06,3.52232974264006e-05,3.27501121790774e-05,2.21702290191825e-06,3.49671350809956e-05
621.8,3.58590808456825e-05,5.95393451704486e-05,3.24311893018438e-05,2.89957042054467e-06,3.53307597223884e-05,3.27922887562558e-05,2.26892466870824e-06,3.5061213424964e-05
622,3.58533157201446e-05,6.11597246087548e-05,3.24259752842711e-05,2.98416525415625e-06,3.54101405384274e-05,3.27870166841085e-05,2.3364195749108e-06,3.51234362590193e-05
622.2,3.58115185599949e-05,6.26546955265219e-05,3.23881736568695e-05,3.05800723870044e-06,3.54461808955699e-05,3.27487941610405e-05,2.39443824574115e-06,3.51432324067817e-05
622.4,3.57639562743073e-05,6.39747367974858e-05,3.23451580118952e-05,3.11753548046206e-06,3.54626934923572e-05,3.27052995658252e-05,2.43993152372492e-06,3.51452310895501e-05
622.6,3.57091875816973e-05,6.52845545187715e-05,3.2295624844955e-05,3.17673289554884e-06,3.54723577405039e-05,3.26552148804258e-05,2.48520412384294e-06,3.51404190042687e-05
622.8,3.56457712007805e-05,6.66445818888055e-05,3.2238270651656e-05,3.23974274011549e-06,3.54780133917714e-05,3.25972220868054e-05,2.53377255164715e-06,3.51309946384526e-05
623,3.5516055876178e-05,6.80717475902867e-05,3.21209552562715e-05,3.30567535895767e-06,3.54266306152291e-05,3.2478600463491e-05,2.58454875673918e-06,3.50631492202302e-05
623.2,3.53676038935773e-05,6.95718315712433e-05,3.19866943037759e-05,3.37555192705254e-06,3.53622462308284e-05,3.23428446056978e-05,2.63850092836268e-06,3.49813455340605e-05
623.4,3.54108423351114e-05,7.11382657175494e-05,3.20257994355707e-05,3.45229301427924e-06,3.547809244985e-05,3.23823851468026e-05,2.69865528650373e-06,3.50810404333063e-05
623.6,3.55765896943258e-05,7.27851807952951e-05,3.21757024407842e-05,3.53507502709004e-06,3.57107774678743e-05,3.25339572210377e-05,2.76402173088998e-06,3.52979789519277e-05
623.8,3.55434402224829e-05,7.44980697212888e-05,3.21457218397415e-05,3.61779070814204e-06,3.57635125478836e-05,3.25036428061907e-05,2.8285865305831e-06,3.53322293367738e-05
624,3.53776928632686e-05,7.62440377058886e-05,3.1995818834528e-05,3.69990474968106e-06,3.56957235842091e-05,3.23520707319556e-05,2.89217467886952e-06,3.52442454108251e-05
624.2,3.53286892961965e-05,7.79943158851731e-05,3.19514996851606e-05,3.7839296076164e-06,3.5735429292777e-05,3.23072581187035e-05,2.95764692809071e-06,3.52649050467942e-05
624.4,3.53748103004996e-05,7.9752060086919e-05,3.19932118257417e-05,3.86990873312581e-06,3.58631205588675e-05,3.23494346958819e-05,3.02501207520681e-06,3.53744467710887e-05
624.6,3.54439918069543e-05,8.15508321481043e-05,3.20557800366134e-05,3.95937524534906e-06,3.60151552819625e-05,3.24126995616496e-05,3.09544662115188e-06,3.55081461828015e-05
624.8,3.5488671529873e-05,8.33381792919319e-05,3.20961886728014e-05,4.04769957116953e-06,3.6143888243971e-05,3.24535581207913e-05,3.1648534719792e-06,3.56184115927705e-05
625,3.54411092441854e-05,8.50101468318831e-05,3.20531730278271e-05,4.12502116920673e-06,3.61781941970338e-05,3.2410063525576e-05,3.2244197612534e-06,3.56344832868294e-05
625.2,3.53445433914257e-05,8.67046741840102e-05,3.19658382334853e-05,4.20206907648472e-06,3.616790730997e-05,3.23217563171086e-05,3.2834581240888e-06,3.56052144411974e-05
625.4,3.52537426642039e-05,8.87389204995613e-05,3.18837174567162e-05,4.30150761143951e-06,3.61852250681557e-05,3.22387211807885e-05,3.36135387726451e-06,3.5600075058053e-05
625.6,3.52032978157474e-05,9.08714057550859e-05,3.18380948029556e-05,4.40751373922259e-06,3.62456085421781e-05,3.21925905494995e-05,3.44479652454756e-06,3.56373870740471e-05
625.8,3.52796857291244e-05,9.27455797462818e-05,3.19071805357931e-05,4.4968696963327e-06,3.64040502321258e-05,3.22624455054514e-05,3.51427973470613e-06,3.57767252401575e-05
626,3.53690451749617e-05,9.45961780541588e-05,3.19879978081691e-05,4.58392883448045e-06,3.65719266426495e-05,3.23441626237346e-05,3.58170305172822e-06,3.59258656754629e-05
626.2,3.52940985429692e-05,9.67314364030681e-05,3.19202155797247e-05,4.68686000819341e-06,3.66070755879181e-05,3.22756256858196e-05,3.66200563087069e-06,3.59376313166903e-05
626.4,3.51989739715939e-05,9.89052868061676e-05,3.18341842897761e-05,4.79243763840328e-06,3.66266219281794e-05,3.2188636495389e-05,3.74455443648475e-06,3.59331909318738e-05
626.6,3.527824444774e-05,0.000100898822345727,3.19058770313999e-05,4.88942841945888e-06,3.67953054508588e-05,3.22611274874145e-05,3.82042846874678e-06,3.60815559561613e-05
626.8,3.53690451749617e-05,0.000102857618265526,3.19879978081691e-05,4.98426582934846e-06,3.69722636375175e-05,3.23441626237346e-05,3.89451195577801e-06,3.62386745795126e-05
627,3.53344544217344e-05,0.000104940356318999,3.19567137027332e-05,5.08308000858884e-06,3.7039793711322e-05,3.23125301908508e-05,3.9712364786104e-06,3.62837666694612e-05
627.2,3.52609490711263e-05,0.000107076986532462,3.1890234978682e-05,5.1852157125339e-06,3.70754506912159e-05,3.22453112709726e-05,4.05071945617673e-06,3.62960307271493e-05
627.4,3.51888850019026e-05,0.000109282404625799,3.18250597590239e-05,5.29447616438414e-06,3.71195359234081e-05,3.21794103691313e-05,4.13664060419641e-06,3.63160509733277e-05
627.6,3.51067319629877e-05,0.000111485235726529,3.17507600086138e-05,5.40260707940879e-06,3.71533670880226e-05,3.21042833410321e-05,4.2214484431792e-06,3.63257317842113e-05
627.8,3.50202550799193e-05,0.000113670113957118,3.16725497450241e-05,5.50487775071374e-06,3.71774274957379e-05,3.20252022588225e-05,4.30053068169455e-06,3.63257329405171e-05
628,3.49553974176181e-05,0.000115877460453484,3.16138920473319e-05,5.60838908796027e-06,3.72222811352921e-05,3.19658914471653e-05,4.38061723112156e-06,3.63465086782868e-05
628.2,3.49395433223888e-05,0.000118106331609781,3.15995534990071e-05,5.71639142660951e-06,3.73159449256166e-05,3.19513932487602e-05,4.46500512363365e-06,3.64163983723938e-05
628.4,3.49438671665423e-05,0.00012036220497531,3.16034640121866e-05,5.82535422247006e-06,3.74288182346566e-05,3.19553473028707e-05,4.55006351598425e-06,3.65054108188549e-05
628.6,3.49395433223888e-05,0.000122604781984433,3.15995534990071e-05,5.93136545806067e-06,3.75309189570678e-05,3.19513932487602e-05,4.63228553040393e-06,3.65836787791641e-05
628.8,3.49438671665423e-05,0.000124902574887448,3.16034640121866e-05,6.04162254842585e-06,3.76450865606124e-05,3.19553473028707e-05,4.71818588253472e-06,3.66735331854054e-05
629,3.49784579197696e-05,0.0001273657740144,3.16347481176225e-05,6.16335334625156e-06,3.7798101463874e-05,3.19869797357545e-05,4.81384600720992e-06,3.68008257429644e-05
629.2,3.49539561362336e-05,0.000129806879456803,3.16125885429387e-05,6.28256463824045e-06,3.78951531811792e-05,3.19645734291285e-05,4.90720457134745e-06,3.68717780004759e-05
629.4,3.48400949068602e-05,0.0001321636155121,3.1509611695879e-05,6.3941179462526e-06,3.79037296421316e-05,3.18604500042191e-05,4.99375928132625e-06,3.68542092855454e-05
629.6,3.47982977467105e-05,0.000134508578740938,3.14718100684773e-05,6.50604222442634e-06,3.79778522929037e-05,3.18222274811511e-05,5.08082017446466e-06,3.69030476556158e-05
629.8,3.48804507856255e-05,0.00013687300933821,3.15461098188875e-05,6.62122996871592e-06,3.81673397876034e-05,3.18973545092503e-05,5.17096411417794e-06,3.70683186234282e-05
630,3.49222479457752e-05,0.000139384235573577,3.15839114462892e-05,6.74138681436468e-06,3.83252982606539e-05,3.19355770323183e-05,5.26449801226679e-06,3.72000750445851e-05
630.2,3.48689205345497e-05,0.000142064194749464,3.15356817837422e-05,6.86685459586603e-06,3.84025363796083e-05,3.18868103649557e-05,5.36152325223112e-06,3.72483336171868e-05
630.4,3.48112692791708e-05,0.000144604572087957,3.14835416080158e-05,6.98863826298148e-06,3.84721798709973e-05,3.18340896434826e-05,5.45637750744463e-06,3.72904671509272e-05
630.6,3.47896500584037e-05,0.000147035640634744,3.14639890421184e-05,7.10935387069744e-06,3.85733429128158e-05,3.18143193729302e-05,5.55136889092593e-06,3.73656882638561e-05
630.8,3.47550593051763e-05,0.000149645354406025,3.14327049366825e-05,7.23820826645134e-06,3.86709132031339e-05,3.17826869400463e-05,5.65260058809056e-06,3.74352875281369e-05
631,3.47002906125664e-05,0.000152454787648194,3.13831717697424e-05,7.37503199314345e-06,3.87582037628858e-05,3.17326022546469e-05,5.75966660750549e-06,3.74922688621524e-05
631.2,3.46181375736514e-05,0.000155186475646595,3.13088720193322e-05,7.5075097733566e-06,3.88163817926888e-05,3.16574752265478e-05,5.86320393219126e-06,3.7520679158739e-05
631.4,3.45230130022762e-05,0.000157781104113024,3.12228407293836e-05,7.63296010875984e-06,3.88558008381434e-05,3.15704860361172e-05,5.96116163179688e-06,3.75316476679141e-05
631.6,3.4479774560742e-05,0.000160330520219616,3.11837355975888e-05,7.7560081687515e-06,3.89397437663403e-05,3.15309454950124e-05,6.05719371745361e-06,3.7588139212466e-05
631.8,3.44855396862799e-05,0.000162904183832848,3.11889496151614e-05,7.87995367856941e-06,3.90689032937308e-05,3.15362175671597e-05,6.15386326577739e-06,3.76900808329371e-05
632,3.45201304395073e-05,0.000165690951114744,3.12202337205973e-05,8.01361510802847e-06,3.92338488286258e-05,3.15678500000435e-05,6.25798414811386e-06,3.78258341481574e-05
632.2,3.45547211927346e-05,0.00016866387835356,3.12515178260331e-05,8.15564311582651e-06,3.94071609418597e-05,3.15994824329274e-05,6.36849199924105e-06,3.79679744321684e-05
632.4,3.44869809676644e-05,0.00017151633955544,3.11902531195546e-05,8.29086824589302e-06,3.94811213654476e-05,3.15375355851965e-05,6.47346253537614e-06,3.80109981205726e-05
632.6,3.43572656430619e-05,0.000174233906389538,3.10729377241701e-05,8.41943584014808e-06,3.94923735643182e-05,3.14189139618821e-05,6.57320336647183e-06,3.79921173283539e-05
632.8,3.43125859201432e-05,0.000176838511936358,3.10325290879821e-05,8.54457722387711e-06,3.95771063118592e-05,3.13780554027404e-05,6.6707375863626e-06,3.8048792989103e-05
633,3.43140272015277e-05,0.00017946913920588,3.10338325923753e-05,8.67208579999142e-06,3.97059183923667e-05,3.13793734207773e-05,6.77037562137199e-06,3.81497490421493e-05
633.2,3.42434044136885e-05,0.00018236275388298,3.09699608771104e-05,8.81116221600316e-06,3.97811230931135e-05,3.13147905369727e-05,6.87878210869322e-06,3.8193572645666e-05
633.4,3.41482798423133e-05,0.000185459776456443,3.08839295871618e-05,8.95926437091326e-06,3.9843193958075e-05,3.12278013465422e-05,6.99405002048219e-06,3.82218513670243e-05
633.6,3.41093652449325e-05,0.000188477355737345,3.08487349685464e-05,9.10326971098008e-06,3.99520046795265e-05,3.11922148595478e-05,7.10606004972059e-06,3.82982749092684e-05
633.8,3.41050414007791e-05,0.0001914183771328,3.08448244553669e-05,9.24397737312237e-06,4.00888018284893e-05,3.11882608054374e-05,7.21558810411336e-06,3.84038489095507e-05
634,3.40935111497033e-05,0.000194126494569948,3.08343964202216e-05,9.37509293391379e-06,4.02094893541354e-05,3.11777166611427e-05,7.31801048430908e-06,3.84957271454518e-05
634.2,3.40473901454002e-05,0.000196665428142018,3.07926842796405e-05,9.49879833302476e-06,4.02914826126653e-05,3.11355400839643e-05,7.41482394407675e-06,3.8550364028041e-05
634.4,3.39320876346424e-05,0.000199329640642542,3.06884039281876e-05,9.6278329200845e-06,4.03162368482721e-05,3.10300986410181e-05,7.51563103220424e-06,3.85457296732224e-05
634.6,3.38239915308069e-05,0.000201942444140738,3.05906410987006e-05,9.75470413848334e-06,4.03453452371839e-05,3.09312472882561e-05,7.61482306864077e-06,3.85460703568969e-05
634.8,3.38917317558771e-05,0.000204552367863838,3.06519058051791e-05,9.8840584527926e-06,4.05359642579717e-05,3.0993194135987e-05,7.71655791294513e-06,3.87097520489321e-05
635,3.3976767357561e-05,0.000207008768134256,3.07288125643756e-05,1.00050826795829e-05,4.07338952439585e-05,3.10709572001598e-05,7.81157930008149e-06,3.88825365002412e-05
635.2,3.3897496881415e-05,0.000209171093049903,3.06571198227518e-05,1.01055415479132e-05,4.07626613706649e-05,3.09984662081343e-05,7.88908067839112e-06,3.88875468865254e-05
635.4,3.37980484658864e-05,0.000211210244372227,3.05671780196237e-05,1.01994568486262e-05,4.07666348682499e-05,3.09075229635932e-05,7.96133708588354e-06,3.88688600494767e-05
635.6,3.38153438425001e-05,0.00021329897082549,3.05828200723416e-05,1.03009283168805e-05,4.08837483892221e-05,3.09233391800351e-05,8.04068180805444e-06,3.89640209880896e-05
635.8,3.38052548728088e-05,0.000215164168918535,3.05736955415895e-05,1.03931866030155e-05,4.09668821446049e-05,3.09141130537773e-05,8.1131996032989e-06,3.90273126570762e-05
636,3.36380662322099e-05,0.000216621410205883,3.04224890319828e-05,1.04656974620519e-05,4.08881864940347e-05,3.07612229615054e-05,8.17029242146367e-06,3.89315153829691e-05
636.2,3.35198811586832e-05,0.000218010438002791,3.03156016717436e-05,1.05346217007554e-05,4.0850223372499e-05,3.06531454824856e-05,8.22451819597585e-06,3.88776636784614e-05
636.4,3.36164470114428e-05,0.000219607096077191,3.04029364660854e-05,1.06125752758052e-05,4.10155117418906e-05,3.0741452690953e-05,8.28556201908829e-06,3.90270147100413e-05
636.6,3.37014826131267e-05,0.000220907120078417,3.04798432252819e-05,1.06752289129812e-05,4.11550721382631e-05,3.08192157551258e-05,8.33443837047915e-06,3.91536541256049e-05
636.8,3.36164470114428e-05,0.000221494956857967,3.04029364660854e-05,1.07022406607964e-05,4.11051771268818e-05,3.0741452690953e-05,8.3552057092135e-06,3.90966584001665e-05
637,3.35256462842211e-05,0.000221817300430396,3.03208156893162e-05,1.07161569912986e-05,4.10369726806148e-05,3.06584175546329e-05,8.36568791006506e-06,3.9024105464698e-05
637.2,3.35155573145298e-05,0.000222094237212981,3.03116911585641e-05,1.07282976778812e-05,4.10399888364453e-05,3.06491914283751e-05,8.37488027042664e-06,3.90240716988017e-05
637.4,3.34463758080751e-05,0.000222144786745726,3.02491229476924e-05,1.07285868572126e-05,4.0977709804905e-05,3.05859265626074e-05,8.37460983456704e-06,3.89605363971744e-05
637.6,3.32345074445576e-05,0.000221811640029699,3.00575078018977e-05,1.07087914838676e-05,4.07662992857654e-05,3.03921779111938e-05,8.3583034174188e-06,3.87504813286126e-05
637.8,3.31350590290289e-05,0.000221164594430238,2.99675659987696e-05,1.06759324751794e-05,4.0643498473949e-05,3.03012346666528e-05,8.33228296283881e-06,3.86335176294916e-05
638,3.3263333072247e-05,0.000220226047509879,3.0083577889761e-05,1.06329711997341e-05,4.0716549089495e-05,3.04185382719304e-05,8.29929343048155e-06,3.87178317024119e-05
638.2,3.33411622670086e-05,0.000218878020912374,3.01539671269916e-05,1.05714152344379e-05,4.07253823614295e-05,3.0489711245919e-05,8.25206144939335e-06,3.87417726953124e-05
638.4,3.32532441025557e-05,0.000217049035092829,3.00744533590088e-05,1.04864525623321e-05,4.05609059213409e-05,3.04093121456726e-05,8.18651730064674e-06,3.85958294463193e-05
638.6,3.31782974705631e-05,0.00021494723710016,3.00066711305645e-05,1.03862838147392e-05,4.03929549453036e-05,3.03407752077576e-05,8.10863534684376e-06,3.84494105546013e-05
638.8,3.31638846567184e-05,0.0002125964966257,2.99936360866329e-05,1.02716567711099e-05,4.02652928577427e-05,3.03275950273893e-05,8.01890592051612e-06,3.83465009479054e-05
