wavelength_nm,R_component_W_nm,G_component_W_nm,B_component_W_nm,S_RGB_target_W_nm,S_single_white_W_nm
690.8,2.03766795725527e-07,6.48636371912368e-08,1.99327297729226e-08,2.88563162689686e-07,1.48279028834558e-05
691,2.16497737732314e-07,8.65355146059596e-08,3.15787372691245e-08,3.34611989607398e-07,1.47731341908459e-05
691.2,1.76314581341878e-07,3.42643152437142e-08,1.22325854761411e-08,2.22811482061734e-07,1.45655896714818e-05
691.4,1.68442914382753e-07,6.89141543634079e-09,4.08556796267976e-09,1.79419897781773e-07,1.44107960507894e-05
691.6,2.35450703508614e-07,5.37589390194196e-08,2.74827028258096e-08,3.16692345353844e-07,1.44214615330345e-05
691.8,2.6742150575946e-07,9.23254188739339e-08,4.02490788143392e-08,3.99996003447733e-07,1.44257853771879e-05
692,2.16479806828079e-07,8.72562328701929e-08,2.44510639566436e-08,3.28187103654915e-07,1.43455060040728e-05
692.2,1.80268345725676e-07,7.20114310380527e-08,1.04419071587937e-08,2.62721683922523e-07,1.42278974430998e-05
692.4,1.93599973024332e-07,5.75215715217993e-08,9.70743325683723e-09,2.60828977802969e-07,1.40901109427442e-05
692.6,1.99445447804913e-07,4.71013543830528e-08,1.54476152886085e-08,2.61994417476575e-07,1.40294329964579e-05
692.8,1.835676321049e-07,4.43050480450082e-08,2.47109057150185e-08,2.52583585864927e-07,1.40667621843158e-05
693,1.80689721975197e-07,4.77878485956325e-08,2.60897507725948e-08,2.54567321343424e-07,1.40314507903962e-05
693.2,1.9656753767521e-07,5.54238384733886e-08,1.720097832717e-08,2.69192354475769e-07,1.38874667800874e-05
693.4,2.03973001124228e-07,5.74853342906367e-08,1.03882095624921e-08,2.71846544977357e-07,1.37811002139133e-05
693.6,1.97365462913664e-07,5.24292339537044e-08,1.00874120103277e-08,2.59882108877696e-07,1.37430503853632e-05
693.8,1.89673104996887e-07,4.97527117964472e-08,1.93074713210712e-08,2.58733288114405e-07,1.37234489585344e-05
694,1.83648321173957e-07,5.01342093134086e-08,3.39578138239128e-08,2.67740344311278e-07,1.36993795594137e-05
694.2,1.77614571898909e-07,4.47207696136232e-08,3.56410969486569e-08,2.5797643846119e-07,1.36183795456063e-05
694.4,1.71544960815392e-07,3.7103904941203e-08,2.41165916406969e-08,2.32765457397292e-07,1.34976001655875e-05
694.6,1.63655362952031e-07,4.4255725147037e-08,1.1162729129487e-08,2.19073817228555e-07,1.34431197292544e-05
694.8,1.57496097347339e-07,6.42284790561373e-08,2.85957902881303e-09,2.2458415543229e-07,1.34467229327156e-05
695,1.69285666881793e-07,8.90338703766676e-08,1.19686481383872e-08,2.70288185396848e-07,1.34493172392076e-05
695.2,1.84661417263229e-07,1.04624939084361e-07,2.89248018315717e-08,3.18211158179162e-07,1.34108350262422e-05
695.4,1.53515436607189e-07,7.21372547573672e-08,2.26517394161629e-08,2.48304430780719e-07,1.32057406852317e-05
695.6,1.05738542273269e-07,2.03180141948993e-08,4.16848069188451e-09,1.30225037160053e-07,1.29579844152409e-05
695.8,1.24897713448272e-07,2.52462776330081e-08,6.88466893599712e-09,1.57028660017277e-07,1.29853687615459e-05
696,1.78053879052665e-07,6.0421556604559e-08,2.13074792511199e-08,2.59782914908344e-07,1.31343972567003e-05
696.2,1.8860621619491e-07,6.22334181626872e-08,2.39473076930341e-08,2.74786942050631e-07,1.30441730420323e-05
696.4,1.73445636664293e-07,4.476908592184e-08,1.94972331656287e-08,2.37711955751761e-07,1.28507530802361e-05
696.6,1.62382268751353e-07,3.4056957754284e-08,1.58548979046253e-08,2.12294124410262e-07,1.28353313694222e-05
696.8,1.6091193460409e-07,3.15092790856047e-08,1.5878561252148e-08,2.08299774941843e-07,1.28886587806477e-05
697,1.86472438590955e-07,4.20533067641566e-08,2.75127370745885e-08,2.56038482429701e-07,1.28526267460359e-05
697.2,2.12678455130278e-07,5.74611761365283e-08,4.00042541803537e-08,3.1014388544716e-07,1.27654292222753e-05
697.4,1.96917190307791e-07,6.92946452906148e-08,3.78513446201579e-08,3.04063180218564e-07,1.2674772623192e-05
697.6,1.68254639888286e-07,7.31569301786915e-08,2.76984033397671e-08,2.69109973406745e-07,1.2579071539263e-05
697.8,1.6041883473763e-07,5.57036704251439e-08,1.15395224323495e-08,2.27662027595123e-07,1.24839469678878e-05
698,1.58419538915437e-07,3.70586084022498e-08,1.96865399458108e-10,1.95675012717145e-07,1.238348965539e-05
698.2,1.52143722433219e-07,4.66795932759107e-08,1.42922068393722e-08,2.13115522548501e-07,1.22758259359699e-05
698.4,1.41976899732024e-07,5.4678962055047e-08,2.87632539782914e-08,2.25419115765362e-07,1.2171765420011e-05
698.6,1.18236382525002e-07,2.31072744046623e-08,1.432633666753e-08,1.55669993597194e-07,1.20744789265591e-05
698.8,1.06832327431599e-07,1.2665918881071e-09,2.49179600058427e-10,1.08348098919764e-07,1.20083241110118e-05
699,1.39968638457714e-07,3.84295836479001e-08,1.04605647981866e-08,1.88858786903801e-07,1.20136568521343e-05
699.2,1.70648415603647e-07,7.27965710465749e-08,2.29857566677342e-08,2.66430743317956e-07,1.20310963568864e-05
699.4,1.61422965374785e-07,5.72679109036613e-08,2.40205730574795e-08,2.42711449335926e-07,1.20083241110118e-05
699.6,1.45123773425251e-07,3.489645360955e-08,2.2559361347949e-08,2.0257958838275e-07,1.19583116469706e-05
699.8,1.38023135348226e-07,2.77456399934706e-08,2.19099844841994e-08,1.87678759825896e-07,1.186275469118e-05
700,1.4125069811051e-07,3.73193151486693e-08,2.36273974371014e-08,2.02197410696281e-07,1.17977529007403e-05
700.2,1.60885038247738e-07,7.21241690905584e-08,3.00019392082328e-08,2.63011146546529e-07,1.18179308401229e-05
700.4,1.76852508468926e-07,9.74560068527004e-08,3.64183469019045e-08,3.10726862223531e-07,1.18232635812455e-05
700.6,1.7652078674058e-07,9.14275408129059e-08,4.01275766260973e-08,3.08075904179583e-07,1.17539379466523e-05
700.8,1.56832653890648e-07,7.10350389761725e-08,3.61280158303753e-08,2.63995708697195e-07,1.16717849077374e-05
701,1.1620122489434e-07,4.31172721346797e-08,2.16164679620421e-08,1.80934964991062e-07,1.15964058913294e-05
701.2,1.08275765222509e-07,2.84834702835306e-08,1.23199578362251e-08,1.49079193342265e-07,1.15296745632284e-05
701.4,1.54160949159646e-07,3.69660021448343e-08,1.49133697118446e-08,2.06040321016325e-07,1.14795179710487e-05
701.6,1.72244266080554e-07,3.52839906650386e-08,1.40655847804042e-08,2.21593841525996e-07,1.14246051503003e-05
701.8,1.35270741548167e-07,1.29920539615341e-08,5.13676666994087e-09,1.53399562179642e-07,1.13558560282609e-05
702,1.04635791662822e-07,0,0,1.04635791662822e-07,1.12489129495331e-05
702.2,9.97854820672789e-08,0,0,9.97854820672789e-08,1.11132883712542e-05
702.4,1.04940617034816e-07,1.40761511271475e-08,7.69331833114993e-09,1.26710086493113e-07,1.10720677236583e-05
702.6,1.17295010052669e-07,5.33603294766314e-08,2.7947778617507e-08,1.98603118146808e-07,1.11337545669137e-05
702.8,1.43626542921636e-07,8.76639017207717e-08,4.01726279992656e-08,2.71463072641673e-07,1.11395196924516e-05
703,1.71867717091621e-07,1.03225779325584e-07,3.90795633694642e-08,3.14173059786669e-07,1.10580872942289e-05
703.2,1.48952021479404e-07,7.7647327073586e-08,2.63677951059872e-08,2.52967143658978e-07,1.0951144215501e-05
703.4,8.36180822638715e-08,2.21751722919807e-08,7.30150790389806e-09,1.1309476245975e-07,1.08437687523578e-05
703.6,5.27177549958496e-08,0,0,5.27177549958496e-08,1.07564271004587e-05
703.8,5.81409569816984e-08,0,0,5.81409569816984e-08,1.06860925688964e-05
704,4.75285513102664e-08,7.02770768910221e-11,0,4.75988283871575e-08,1.05896708442752e-05
704.2,3.20783876762555e-08,1.01756158283991e-08,0,4.22540035046546e-08,1.04928167352386e-05
704.4,7.20060286813432e-08,5.98135763928315e-08,1.35868570574437e-08,1.45406462131618e-07,1.05101121118523e-05
704.6,1.38731406065505e-07,1.20529057205709e-07,3.46272135201817e-08,2.93887676791396e-07,1.05826085654913e-05
704.8,1.47033414726269e-07,1.13956026108722e-07,3.23259529735932e-08,2.93315393808584e-07,1.05439822243874e-05
705,1.18254313429237e-07,6.74324542447608e-08,1.90180503782928e-08,2.04704818052291e-07,1.04403540928438e-05
705.2,1.17510180903488e-07,5.49396688014665e-08,3.07095643120384e-08,2.03159414016993e-07,1.04305533794294e-05
705.4,1.26645976611175e-07,5.96746670067083e-08,4.94427443913072e-08,2.35763388009191e-07,1.04466957309355e-05
705.6,9.72751554743914e-08,3.83691882626292e-08,3.41384743809616e-08,1.69782818117982e-07,1.03417704461459e-05
705.8,5.8568609047701e-08,9.05809988293582e-09,4.89558255095889e-09,7.25222914815958e-08,1.01902917726378e-05
706,6.0136666623044e-08,8.70851126119252e-10,0,6.10075177491632e-08,1.01304785951822e-05
706.2,8.87785965026788e-08,1.1065441171391e-08,0,9.98440376740699e-08,1.01196689847986e-05
706.4,1.37816929949525e-07,4.48918898718909e-08,1.93120219648255e-08,2.02020841786241e-07,1.00986262765853e-05
706.6,1.81353165431888e-07,8.02141309476011e-08,4.00866208323079e-08,3.01653917211797e-07,1.00728273398033e-05
706.8,1.82411088781748e-07,8.77061784904614e-08,3.45471221901047e-08,3.04664389462314e-07,1.00507757346209e-05
707,1.54044398282119e-07,7.50936088663797e-08,1.96123644526144e-08,2.48750371601113e-07,1.00088344463327e-05
707.2,8.45083516591348e-08,2.98987354783796e-08,7.69695884615343e-09,1.22104045983668e-07,9.87854260917635e-06
707.4,3.31945864648787e-08,1.50515365992732e-10,6.12334623588983e-09,3.94684480667613e-08,9.75747497288064e-06
707.6,9.73737754476834e-08,6.63322516430752e-08,3.8183086549852e-08,2.0188911364061e-07,9.77923832178618e-06
707.8,1.63126401277101e-07,1.28370391393386e-07,6.39501966802614e-08,3.55446989350749e-07,9.79437177632314e-06
708,1.14408134470849e-07,7.96282957104729e-08,3.67259704197004e-08,2.30762400601022e-07,9.65067602229121e-06
708.2,6.76416465905659e-08,3.49578555845755e-08,8.59070527951309e-09,1.11190207454655e-07,9.51851051933506e-06
708.4,1.15439161464356e-07,9.07420531900807e-08,2.09680012270434e-08,2.2714921588148e-07,9.53335571759512e-06
708.6,1.51865793417577e-07,1.2890388396328e-07,3.4756451802806e-08,3.15526129183663e-07,9.5585781418234e-06
708.8,9.99827220138629e-08,6.19415071338777e-08,2.52715450255578e-08,1.87195774173298e-07,9.51476318773543e-06
709,5.99098406844724e-08,0,1.73147444210294e-08,7.72245851055018e-08,9.43765463366613e-06
709.2,9.46931052645642e-08,0,2.48942966583199e-08,1.19587401922884e-07,9.33532365536857e-06
709.4,1.35172121574875e-07,2.48506878594834e-08,3.05038752143406e-08,1.90526684648699e-07,9.25331474459207e-06
709.6,1.47266516481323e-07,5.89952189224103e-08,2.48847403064357e-08,2.31146475710169e-07,9.22722755153311e-06
709.8,1.4484584440961e-07,7.65914144210991e-08,2.20642513074728e-08,2.43501510138182e-07,9.22218306668746e-06
710,1.29290784985825e-07,5.82302107089783e-08,2.84984065117866e-08,2.1601940220659e-07,9.22463324504106e-06
710.2,1.22010837866451e-07,4.04175984130686e-08,2.85266205030637e-08,1.90955056782583e-07,9.19652825804384e-06
710.4,1.32527313200226e-07,3.88926149349774e-08,1.54999476917839e-08,1.86919875826987e-07,9.11235742519063e-06
710.6,1.13843310987449e-07,2.99752362997228e-08,3.81171022154135e-09,1.47630257508713e-07,9.02991612999879e-06
710.8,5.2543825224771e-08,8.45424668920186e-09,0,6.09980719139729e-08,8.97039120882006e-06
711,2.3289554965514e-08,6.85618479493274e-09,2.73179695219012e-09,3.28775367126368e-08,8.91922571967128e-06
711.2,4.93584000874391e-08,3.2454466865095e-08,1.18940175808154e-08,9.37068845333495e-08,8.87267233095281e-06
711.4,7.77475042173617e-08,4.47016444082874e-08,1.65743546821923e-08,1.39023503307841e-07,8.82237161063471e-06
711.6,8.82487382825372e-08,3.25138556606114e-08,1.3358414740974e-08,1.34121008684123e-07,8.76544099594803e-06
711.8,6.65299305280015e-08,1.59222367369292e-08,7.0871725830669e-09,8.95393398479976e-08,8.69640361763179e-06
712,2.21670803604085e-08,3.16049051122837e-09,1.12774053520973e-09,2.64553114068466e-08,8.63053705836138e-06
712.2,2.98361281016799e-08,6.34201874832612e-09,5.14040718494438e-09,4.13185540349504e-08,8.62981641766915e-06
712.4,8.74301925042136e-08,2.21540339071359e-08,1.68901693587461e-08,1.26474395770096e-07,8.68386446958688e-06
712.6,1.05308200571631e-07,2.15601459519716e-08,1.66221364416132e-08,1.43490482965216e-07,8.67276660292644e-06
712.8,7.85857739903438e-08,5.80550640916926e-09,4.88193061969576e-09,8.92732110192088e-08,8.58513669475049e-06
713,6.31965754307315e-08,2.86253994389173e-09,0,6.60591153746233e-08,8.47286087490006e-06
713.2,6.01528044368554e-08,1.11540210697884e-08,0,7.13068255066438e-08,8.3598644143574e-06
713.4,3.75706236434087e-08,1.02712418550781e-08,0,4.78418654984868e-08,8.25421848887554e-06
713.6,7.02819722391566e-09,2.36810305647362e-09,0,9.39630028038928e-09,8.17826295991383e-06
713.8,9.77682553408514e-09,8.73196480247274e-10,0,1.06500220143324e-08,8.18460459800551e-06
714,3.3944098261898e-08,3.82131668506793e-09,0,3.77654149469659e-08,8.23144624300087e-06
714.2,4.29059641985064e-08,2.57405132024753e-09,0,4.5480015518754e-08,8.19988218068092e-06
714.4,4.14150095113736e-08,1.45854855429324e-10,0,4.15608643668029e-08,8.119026295012e-06
714.6,4.41987823938435e-08,5.09465272453028e-09,3.29348291079288e-09,5.25869180291667e-08,8.06714016517098e-06
714.8,5.13128686490444e-08,1.25632467261104e-08,9.07079819559988e-09,7.29469135707546e-08,8.02923446475935e-06
715,6.74273722849588e-08,1.34198546072032e-08,1.58485270033691e-08,9.66957538955311e-08,7.97129495310354e-06
715.2,7.78748136374296e-08,1.00143601497257e-08,2.04647000278093e-08,1.08353873814965e-07,7.91465259469376e-06
715.4,4.44955388589313e-08,2.13729202576317e-09,1.48068846479922e-08,6.14397155326867e-08,7.89043906743462e-06
715.6,1.36992108354719e-08,0,8.64849845519368e-09,2.23477092906656e-08,7.8861152232812e-06
715.8,6.63147596771825e-08,2.12843403592343e-08,1.80510385804877e-08,1.05650138616905e-07,7.89144796440375e-06
716,1.38471407954099e-07,4.8780346093585e-08,3.21907988540882e-08,2.19442552901772e-07,7.89476291158804e-06
716.2,1.49543741319156e-07,5.70132436957689e-08,3.89266617393172e-08,2.45483646754242e-07,7.87602625358989e-06
716.4,1.40273463829708e-07,6.00219404720163e-08,4.16465815113084e-08,2.41941985813032e-07,7.84950667611559e-06
716.6,1.51534071689232e-07,7.64001623677411e-08,4.22659241262791e-08,2.70200158183252e-07,7.8330760683326e-06
716.8,1.52331996927685e-07,8.3419112725979e-08,3.96620457700245e-08,2.75413155423689e-07,7.79805293068991e-06
717,1.05397855092806e-07,4.87048518619963e-08,3.24156006555544e-08,1.86518307610357e-07,7.70235184676092e-06
717.2,5.67970357092919e-08,1.36574097892689e-08,2.24082799753037e-08,9.28627254738645e-08,7.59036428318739e-06
717.4,4.70426238055004e-08,1.60762449693701e-08,9.65965149741627e-09,7.27785202722868e-08,7.48313294818261e-06
717.6,4.34654084106356e-08,2.20453222136482e-08,0,6.55107306242838e-08,7.41568097938929e-06
717.8,2.32178313485743e-08,7.24321855554402e-09,0,3.04610499041183e-08,7.43931799409464e-06
718,2.07747456465677e-08,3.23538078896434e-09,1.52164425858862e-09,2.55317706941207e-08,7.47203508152217e-06
718.2,6.43764289293887e-08,3.46196414270582e-08,1.48501157636588e-08,1.13846186120106e-07,7.46136959927707e-06
718.4,9.9256520392349e-08,5.26305519046075e-08,2.17475265021682e-08,1.73634598799125e-07,7.38368453265399e-06
718.6,8.87113556117979e-08,2.3700155770072e-08,9.86306527323693e-09,1.22274576655107e-07,7.20165069379508e-06
718.8,7.33642946771377e-08,7.64404259579217e-10,2.46066959730433e-10,7.43747658964474e-08,7.0895190020831e-06
719,7.24139567526875e-08,1.24344032375324e-08,4.53403390467363e-09,8.93823938948935e-08,7.16187132758363e-06
719.2,7.69074413539561e-08,2.26382035790579e-08,7.70059936115693e-09,1.07246244294171e-07,7.19184998038067e-06
719.4,8.46069716324268e-08,1.59625003271099e-08,3.36219763148398e-09,1.03931669591021e-07,7.07294426616166e-06
719.6,6.96893558541928e-08,5.3142906089656e-09,0,7.50036464631584e-08,6.97695492595578e-06
719.8,2.3740517207022e-08,0,0,2.3740517207022e-08,6.97162218483323e-06
720,1.83558666652782e-08,1.39221428947066e-08,5.4339237071017e-09,3.77119332670865e-08,6.9861791268164e-06
720.2,7.53895903104709e-08,6.2055251776138e-08,2.29643686420886e-08,1.60409210728698e-07,6.99295314932343e-06
720.4,1.01175127145484e-07,9.05578472650043e-08,2.94030744901568e-08,2.21136048900646e-07,6.97681079781733e-06
720.6,7.07903133742163e-08,8.17290485281472e-08,1.90985967727453e-08,1.71617958675109e-07,6.92405989914563e-06
720.8,6.03123894845461e-08,5.90676933847354e-08,1.23549977931338e-08,1.31735080662415e-07,6.84176273209223e-06
721,8.38897354630304e-08,3.20115673731081e-08,1.38744577427203e-08,1.29775760578859e-07,6.74606164816324e-06
721.2,8.91318353161066e-08,1.17287838196169e-08,1.21797980085903e-08,1.13040417144314e-07,6.72617196505751e-06
721.4,6.8687914852673e-08,2.38068542840507e-09,6.38182280113845e-09,7.74504230822165e-08,6.7773374542063e-06
721.6,5.07381831683155e-08,0,4.359243678068e-09,5.50974268463835e-08,6.75456520833163e-06
721.8,4.42283683858311e-08,0,7.72881335243407e-09,5.19571817382652e-08,6.65598156163369e-06
722,5.69655862091e-08,2.9278676189598e-08,1.60583116804459e-08,1.02302574079144e-07,6.60625735386938e-06
722.2,8.18895430956261e-08,8.72169758697668e-08,2.61338920170123e-08,1.95240410982405e-07,6.60683386642317e-06
722.4,9.11876134866391e-08,1.0680923885166e-07,2.91436877961573e-08,2.27140540134457e-07,6.56287478419675e-06
722.6,8.53681385171988e-08,9.11014057324428e-08,2.51964594036106e-08,2.01666003653252e-07,6.48562210198901e-06
722.8,8.13946501387426e-08,8.27446975904535e-08,1.89033741556825e-08,1.83042721884879e-07,6.46025554962229e-06
723,7.93585959628684e-08,7.81012990528726e-08,1.23386154756181e-08,1.69798510491359e-07,6.47567726043615e-06
723.2,7.16850654955383e-08,4.72644219232844e-08,6.8965006097585e-09,1.25845988028581e-07,6.48432494874298e-06
723.4,6.31992650663668e-08,8.17683055285733e-09,5.47396937214022e-09,7.68500649913643e-08,6.47510074788236e-06
723.6,6.8543571073582e-08,7.34941377464543e-09,1.6981637298209e-08,9.28746221464364e-08,6.43517725353246e-06
723.8,7.73099901540299e-08,2.76963170954993e-08,3.11778255543638e-08,1.36184132803893e-07,6.36859005356982e-06
724,6.20337562910976e-08,2.74195049130075e-08,2.45925889774047e-08,1.1404585018151e-07,6.26726797224139e-06
724.2,4.30619630653502e-08,2.26543090151302e-08,1.04924193044673e-08,7.62086913849476e-08,6.17488183549668e-06
724.4,6.40249832063844e-08,5.09928303740105e-08,1.48783297549359e-08,1.29896143335331e-07,6.18900639306451e-06
724.6,9.51234469662021e-08,8.43492016591515e-08,2.57279745941218e-08,2.05200623219475e-07,6.23772170385969e-06
724.8,8.84307369605216e-08,7.71842957865088e-08,2.48779143408042e-08,1.90492947087835e-07,6.2163907393695e-06
725,6.47180126550637e-08,4.99137661571697e-08,1.77101953632848e-08,1.32341974175518e-07,6.1472092329148e-06
725.2,4.40365077105176e-08,2.0688439224561e-08,7.29741232451912e-09,7.20223592595977e-08,6.02743874986512e-06
725.4,3.31802417414908e-08,7.67907191924932e-10,2.17538974034243e-10,3.41656879074499e-08,5.92784620619805e-06
725.6,4.96103292919396e-08,1.17358299478985e-08,8.03643687022996e-09,6.9382596110068e-08,5.96849034124018e-06
725.8,7.35633277141452e-08,3.63217847019443e-08,2.05402407141319e-08,1.30425353130221e-07,6.04372522950966e-06
726,8.37319435057632e-08,6.21871150339795e-08,3.00060347876117e-08,1.75925093327354e-07,6.05309355850873e-06
726.2,9.10441662527598e-08,8.38217486277853e-08,3.33739662302262e-08,2.08239881110771e-07,6.03421277237214e-06
726.4,1.09548859423188e-07,9.44704616408068e-08,2.17625436265576e-08,2.25781864690552e-07,5.99832486589877e-06
726.6,1.0869714147203e-07,8.61489841402256e-08,7.91311442448634e-09,2.02759240036742e-07,5.94773588930377e-06
726.8,4.78459283152244e-08,3.92539806568485e-08,1.78248715858951e-09,8.88823961306623e-08,5.87985153609511e-06
727,1.5428646548929e-09,0,1.58116667889587e-10,1.70098132278249e-09,5.81528213007072e-06
727.2,3.52387095476585e-08,7.02881493783218e-09,3.70568022206436e-09,4.59732047075551e-08,5.77305258550567e-06
727.4,6.90644638416061e-08,2.39296582341016e-08,8.88831738104936e-09,1.01882439456757e-07,5.72938175955615e-06
727.6,5.09291472984173e-08,2.89646201861891e-08,1.27345214822489e-08,9.26282889668552e-08,5.66697427560848e-06
727.8,4.21071424148411e-08,4.36346592685008e-08,1.88583227825142e-08,1.04600124465856e-07,5.6261860124279e-06
728,7.63946174928377e-08,7.96745988391806e-08,2.95773641459494e-08,1.85646580477968e-07,5.63079811285821e-06
728.2,9.77144626281467e-08,9.3520240912544e-08,3.10645145248799e-08,2.22299218065571e-07,5.61479988949056e-06
728.4,7.64869616496475e-08,5.87828284842074e-08,1.47008546485152e-08,1.4997064478237e-07,5.53567354148301e-06
728.6,4.69906241832191e-08,2.14192233863394e-08,5.59956713976103e-10,6.89698042835346e-08,5.46634790688987e-06
728.8,2.45456148071695e-08,3.95116676340045e-09,0,2.84967815705699e-08,5.4380987917542e-06
729,2.19420475122604e-08,3.6430496395432e-09,9.77387265565114e-10,2.65624844173687e-08,5.43146889738563e-06
729.2,4.53149811824667e-08,2.12833337694798e-08,4.60798186568225e-09,7.12062968176288e-08,5.4383870480311e-06
729.4,5.56467682026223e-08,3.44465079892815e-08,5.6041177835154e-09,9.56973939754193e-08,5.42051515886363e-06
729.6,3.85344097460352e-08,3.29174981521722e-08,2.18890515229293e-09,7.36408130505003e-08,5.36228739093093e-06
729.8,1.8909931606137e-08,2.28727389918601e-08,0,4.17826705979971e-08,5.31256318316662e-06
730,5.43028469302158e-09,7.5718701103934e-09,0,1.3002154803415e-08,5.27869307063151e-06
730.2,0,0,0,0,5.21268238322266e-06
730.4,0,0,0,0,5.11337809583249e-06
730.6,8.93568681642547e-09,7.54388691521786e-09,1.13265523046446e-09,1.76122289621078e-08,5.05298840582308e-06
730.8,2.77579363008537e-08,2.34344160748799e-08,3.51851224444683e-09,5.47108646201804e-08,5.04477310193158e-06
731,2.2887902710652e-08,1.90789022070904e-08,1.25625071483334e-09,4.32230556325757e-08,5.05587096859202e-06
731.2,2.80224171383187e-09,2.05998593261637e-09,0,4.86222764644823e-09,5.07936385515893e-06
731.4,3.02682628937413e-08,2.71185345764073e-08,1.666036184915e-08,7.40471593192986e-08,5.13225888196908e-06
731.6,8.88404581222893e-08,7.97883434814409e-08,4.60843693005769e-08,2.14713170904307e-07,5.18803647154818e-06
731.8,8.9806933860551e-08,8.28232115913057e-08,4.11391847326953e-08,2.13769330184552e-07,5.16324643173525e-06
732,4.30619630653502e-08,4.38208783730862e-08,1.04769471157024e-08,9.73597885541387e-08,5.06826598849849e-06
732.2,1.16219155798575e-08,1.54914163219965e-08,0,2.7113331901854e-08,4.95238696518688e-06
732.4,8.91721798506351e-10,2.41521145698495e-09,0,3.30693325549131e-09,4.84342609252074e-06
732.6,2.00458543894186e-09,0,0,2.00458543894186e-09,4.77914494277325e-06
732.8,1.27999759880911e-08,0,0,1.27999759880911e-08,4.76646166658989e-06
733,3.13656342329178e-08,2.99450386070874e-08,3.577943651879e-09,6.48886164918841e-08,4.8268513565993e-06
733.2,5.43180881988154e-08,7.02035958389425e-08,9.4958283222587e-09,1.34017512360017e-07,4.91015742062183e-06
733.4,8.42662844519635e-08,6.91909665458997e-08,1.49957363637989e-08,1.68452987361662e-07,4.93725351064991e-06
733.6,1.02349601372871e-07,4.40111238366896e-08,1.74549042486643e-08,1.63815629458225e-07,4.91058980503717e-06
733.8,6.55652478801633e-08,2.03341196309715e-08,1.06912824365336e-08,9.65906499476683e-08,4.82123035919986e-06
734,1.45688596908651e-08,1.99667143705733e-09,1.19108549627066e-09,1.77566166241931e-08,4.71356663977974e-06
734.2,1.36660386626373e-08,0,0,1.36660386626373e-08,4.6576449220622e-06
734.4,3.24262472184128e-08,0,0,3.24262472184128e-08,4.62910755064964e-06
734.6,3.817220548049e-08,4.99832208502313e-09,2.2512489717279e-09,4.5421776537241e-08,4.60907373940547e-06
734.8,3.49580908963822e-08,9.54971831904128e-09,4.30126847663724e-09,4.88090776920607e-08,4.58543672470011e-06
735,1.53551298415659e-08,5.68461497965193e-09,2.2906575466408e-09,2.33304023678586e-08,4.52519116282915e-06
735.2,1.337466146882e-10,8.86070763207529e-11,2.68419721851933e-11,2.49195663194146e-10,4.48051143991049e-06
735.4,1.9853993714105e-08,0,2.20583354705921e-09,2.20598272611643e-08,4.5329740823053e-06
735.6,4.35353389371518e-08,4.01337401022952e-10,4.37207649345535e-09,4.83087528316301e-08,4.58399544331564e-06
735.8,4.4098369330128e-08,2.02344672452745e-08,2.36182961495926e-09,6.66946661903617e-08,4.52994739139791e-06
736,3.89665445380965e-08,3.99465144079553e-08,0,7.89130589460518e-08,4.47690823644931e-06
736.2,3.65646999158302e-08,4.67943445079255e-08,0,8.33590444237557e-08,4.51351678361492e-06
736.4,3.51302275770373e-08,4.24730546917897e-08,0,7.7603282268827e-08,4.52677657235207e-06
736.6,3.66373200779816e-08,2.23593782170571e-08,0,5.89966982950387e-08,4.42776054123879e-06
736.8,3.21097667586666e-08,2.81150584333778e-09,0,3.49212726020044e-08,4.32240287203383e-06
737,1.28403205226197e-08,0,0,1.28403205226197e-08,4.27253453613107e-06
737.2,9.61096466991221e-09,6.96690966792947e-09,3.20046775245342e-09,1.97783420902951e-08,4.26143666947063e-06
737.4,4.36850619875133e-08,4.68195092517884e-08,2.12105505391517e-08,1.11715121778453e-07,4.29386550062127e-06
737.6,6.26254761308496e-08,6.40684312851694e-08,2.88133110595895e-08,1.55507218475608e-07,4.28334414651462e-06
737.8,3.79364140898009e-08,2.85478920278196e-08,1.27172290359823e-08,7.92015351536027e-08,4.1756804270945e-06
738,1.65582935157284e-08,0,0,1.65582935157284e-08,4.08920354402614e-06
738.2,1.86517265851543e-08,0,3.0607174827565e-11,1.86823337599818e-08,4.07724090853501e-06
738.4,2.11862598987589e-08,0,2.00064502017435e-09,2.31869049189333e-08,4.07796154922725e-06
738.6,1.67797401830296e-08,0,8.10424146217018e-10,1.75901643292466e-08,4.07061101416644e-06
738.8,1.04519240785295e-08,0,0,1.04519240785295e-08,4.0647017604901e-06
739,4.74388967890919e-09,0,0,4.74388967890919e-09,4.059513147506e-06
739.2,7.2852367361231e-09,9.9290013385428e-09,1.73120140347768e-10,1.73873582150137e-08,4.03212880120102e-06
739.4,2.21625976343498e-08,4.12862853712157e-08,2.98162729430542e-09,6.64305102998709e-08,3.98845797525149e-06
739.6,5.65361410526739e-08,7.64947818046656e-08,1.51686608264652e-08,1.48199583683805e-07,4.02031029384834e-06
739.8,1.01004783555253e-07,1.02440639317062e-07,3.3952808115783e-08,2.37398230988098e-07,4.11370532756218e-06
740,1.0165029610771e-07,7.84797768005705e-08,3.60010528696281e-08,2.16131125777908e-07,4.07032275788955e-06
740.2,6.30199560240177e-08,1.88806040254509e-08,2.17124865452595e-08,1.03613046594728e-07,3.89837788872194e-06
740.4,6.69396516897692e-08,2.96752725528771e-08,2.00023546223646e-08,1.16617278865011e-07,3.85182450000347e-06
