wavelength_nm,R_component_W_nm,G_component_W_nm,B_component_W_nm,S_RGB_target_W_nm,S_single_white_W_nm
482.2,7.21799584524219e-08,3.37439083406296e-06,7.30150790389806e-06,1.07480786964134e-05,2.80675136812227e-05
482.4,2.33827956675355e-08,3.41274190371001e-06,7.10901567308791e-06,1.05451403724655e-05,2.80300403652264e-05
482.6,2.51821619075088e-09,3.49427567382578e-06,6.94428236917946e-06,1.0441076259196e-05,2.80170688327661e-05
482.8,4.04682577677703e-08,3.61496578539221e-06,6.88102842099362e-06,1.05364624641536e-05,2.79363570752357e-05
483,7.26999546752343e-08,3.75890812028795e-06,6.8132238290534e-06,1.06448319040166e-05,2.78815883826257e-05
483.2,5.39881595608931e-08,3.91372162453247e-06,6.67397413016946e-06,1.06416839142628e-05,2.79017663220083e-05
483.4,5.10340430881915e-08,4.04790003880941e-06,6.5392750750399e-06,1.06382091569375e-05,2.78859122267791e-05
483.6,9.69075719375757e-08,4.13668125515769e-06,6.44143623432079e-06,1.06750250614161e-05,2.776052074633e-05
483.8,1.32841104024337e-07,4.21116889699185e-06,6.34814803735606e-06,1.06921580383722e-05,2.76913392398753e-05
484,1.32518347748109e-07,4.28636115165418e-06,6.2484889391352e-06,1.06673684385375e-05,2.77475492138697e-05
