GridI,GridJ,GridK,Target_u1976,Target_v1976,Best_RGBPoint_u1976,Best_RGBPoint_v1976,Best_Ra,Valid
0,142,8,0.0508856227698745,0.560526785010639,0.0508856227698745,0.560526785010639,-9.26519691634757,1
0,143,7,0.0505906010362293,0.561466474703436,0.0505906010362293,0.561466474703436,-10.7012815865531,1
0,144,6,0.0502985359792898,0.562396746925217,0.0502985359792898,0.562396746925217,-12.2193194450292,1
0,145,5,0.0500093833734151,0.563317742541467,0.0500093833734151,0.563317742541467,-13.8261896401331,1
0,146,4,0.0497230998706179,0.564229599622206,0.0497230998706179,0.564229599622206,-15.5295096544426,1
0,147,3,0.049439642978901,0.565132453510993,0.049439642978901,0.565132453510993,-17.3377337587429,1
0,148,2,0.0491589710412318,0.566026436891899,0.0491589710412318,0.566026436891899,-19.2602720450266,1
0,149,1,0.0488810432151341,0.566911679854505,0.0488810432151341,0.566911679854505,-21.3076275369417,1
0,150,0,0.0486058194528752,0.567788309957012,0.0486058194528752,0.567788309957013,-23.4915587043986,1
1,0,149,0.20448515274656,0.0885651597968352,0.20448515274656,0.0885651597968351,-43.4329348317518,1
1,1,148,0.200751007589659,0.100154938420051,0.200751007589659,0.100154938420051,-38.1071197781862,1
1,2,147,0.197146023431298,0.111343836167748,0.197146023431298,0.111343836167748,-32.9386675927369,1
1,3,146,0.193663612839903,0.122152298649401,0.193663612839903,0.122152298649401,-27.8150994219665,1
1,4,145,0.190297628855981,0.132599404368057,0.190297628855981,0.132599404368057,-22.8466947824585,1
1,5,144,0.187042328781919,0.142702977107004,0.187042328781919,0.142702977107004,-18.1295692345831,1
1,6,143,0.183892341486118,0.152479687408906,0.183892341486118,0.152479687408906,-13.7189571286672,1
1,7,142,0.180842637829871,0.161945144362823,0.180842637829872,0.161945144362823,-9.63831638369864,1
1,8,141,0.177888503874459,0.17111397876212,0.177888503874459,0.17111397876212,-5.89082482634319,1
1,9,140,0.175025516568255,0.179999918565149,0.175025516568255,0.179999918565149,-2.46776684541903,1
1,10,139,0.172249521650082,0.188615857477254,0.172249521650083,0.188615857477254,0.646128121756131,1
1,11,138,0.169556613536662,0.19697391737472,0.169556613536662,0.19697391737472,3.46950462583962,1
1,12,137,0.166943116989361,0.205085505206219,0.166943116989361,0.205085505206219,6.02258018884726,1
1,13,136,0.164405570379273,0.212961364933489,0.164405570379273,0.212961364933489,8.32616950505459,1
1,14,135,0.16194071039039,0.220611625008565,0.16194071039039,0.220611625008565,10.4011566318038,1
1,15,134,0.159545458018716,0.22804584182875,0.159545458018716,0.22804584182875,12.2681678578027,1
1,16,133,0.157216905741019,0.235273039561334,0.157216905741019,0.235273039561334,13.9473008131,1
1,17,132,0.154952305740797,0.242301746687036,0.154952305740797,0.242301746687036,15.457850518925,1
1,18,131,0.152749059091196,0.24914002957329,0.152749059091196,0.24914002957329,16.8180354330773,1
1,19,130,0.150604705805361,0.255795523355279,0.150604705805361,0.255795523355279,18.0447579527399,1
1,20,129,0.148516915674136,0.262275460373237,0.148516915674136,0.262275460373237,19.1534350123398,1
1,21,128,0.146483479819367,0.268586696388726,0.146483479819367,0.268586696388726,20.1579169737425,1
1,22,127,0.144502302898435,0.27473573477964,0.144502302898435,0.27473573477964,21.0704918956195,1
1,23,126,0.142571395902201,0.280728748893463,0.142571395902201,0.280728748893463,21.9019575751679,1
1,24,125,0.140688869494303,0.286571602720281,0.140688869494303,0.286571602720281,22.6617382216024,1
1,25,124,0.138852927844934,0.292269870031076,0.138852927844934,0.292269870031076,23.3580240925977,1
1,26,123,0.137061862916786,0.297828852112608,0.137061862916786,0.297828852112608,23.9979173593963,1
1,27,122,0.13531404916495,0.303253594217492,0.13531404916495,0.303253594217492,24.5875730686925,1
1,28,121,0.133607938616206,0.308548900836771,0.133607938616206,0.308548900836771,25.1323288449547,1
1,29,120,0.131942056296377,0.313719349892151,0.131942056296377,0.313719349892151,25.6368204476379,1
1,30,119,0.130314995977378,0.318769305936031,0.130314995977378,0.318769305936031,26.1050825399329,1
1,31,118,0.128725416218171,0.323702932439306,0.128725416218171,0.323702932439306,26.5406353213227,1
1,32,117,0.1271720366762,0.328524203239669,0.1271720366762,0.328524203239669,26.9465583247532,1
1,33,116,0.125653634668,0.333236913216561,0.125653634668,0.333236913216561,27.3255529234253,1
1,34,115,0.124169041959548,0.33784468825305,0.124169041959548,0.33784468825305,27.6799951042278,1
1,35,114,0.12271714176866,0.34235099453959,0.12271714176866,0.34235099453959,28.0119799565396,1
1,36,113,0.121296865963259,0.346759147269832,0.121296865963259,0.346759147269832,28.3233591645957,1
1,37,112,0.119907192440749,0.351072318774339,0.119907192440749,0.351072318774339,28.6157726175549,1
1,38,111,0.118547142674985,0.355293546134139,0.118547142674985,0.355293546134139,28.8906750843335,1
1,39,110,0.117215779418455,0.359425738312515,0.117215779418455,0.359425738312515,29.1493587496734,1
1,40,109,0.115912204548352,0.363471682840237,0.115912204548352,0.363471682840237,29.3929722772652,1
1,41,108,0.114635557046118,0.367434052086498,0.114635557046118,0.367434052086498,29.6225369551762,1
1,42,107,0.113385011100915,0.371315409145228,0.113385011100915,0.371315409145228,29.8389603869618,1
1,43,106,0.112159774328251,0.37511821336401,0.112159774328251,0.37511821336401,30.0430481166241,1
1,44,105,0.110959086095669,0.378844825540671,0.110959086095669,0.378844825540671,30.2355135149798,1
1,45,104,0.109782215948088,0.382497512810617,0.109782215948088,0.382497512810617,30.4169862069738,1
